Invoice Number;Invoice Date;Order ID;Reference Number;Customer Name;Place of Supply;Invoice Status;Payment Mode;Presentment Currency;Presentment Amount;Currency;Total
INV-EU-2026-4062;16.08.2026;order_PAaXIl53QYaRVG;RCPT-EU-100062;Sophie de Vries;Lisbon;Paid;Sepa;EUR;47.16;EUR;47.16
INV-EU-2026-4063;01.08.2026;order_sHDEdpZyp7NhlN;RCPT-EU-100063;Sophie Novak;Munich;Paid;Card;GBP;48.49;EUR;56.50
INV-EU-2026-4064;15.08.2026;order_IqFggTSWxPPlad;RCPT-EU-100064;Sophie Jansen;Hamburg;Paid;Card;EUR;178.23;EUR;178.23
INV-EU-2026-4065;04.08.2026;order_HvvtYKShnBZHfT;RCPT-EU-100065;Ida Weber;Munich;Paid;Card;SEK;293.09;EUR;25.28
INV-EU-2026-4066;18.08.2026;order_OXFbyeYWpbVcHD;RCPT-EU-100066;Emilia de Vries;Frankfurt;Paid;Wallet;EUR;31.51;EUR;31.51
INV-EU-2026-4067;13.08.2026;order_l9GAslW9PX9msX;RCPT-EU-100067;Finn Bakker;Dublin;Paid;Sepa;EUR;93.52;EUR;93.52
INV-EU-2026-4068;14.08.2026;order_ZnFjI7VotBn7rw;RCPT-EU-100068;Ida Meyer;Lisbon;Paid;Card;SEK;908.96;EUR;78.39
INV-EU-2026-4069;03.08.2026;order_Wq1jtHsHZTs9pj;RCPT-EU-100069;Noah de Vries;Hamburg;Paid;Card;EUR;66.69;EUR;66.69
INV-EU-2026-4070;04.08.2026;order_lUMAW0KpWYlzhr;RCPT-EU-100070;Elias Jansen;Milan;Paid;Card;EUR;315.70;EUR;315.70
INV-EU-2026-4071;11.08.2026;order_nEjLa6hdYfHOLw;RCPT-EU-100071;Marie Novak;Vienna;Paid;Card;EUR;32.78;EUR;32.78
INV-EU-2026-4072;18.08.2026;order_K57XsUXG8ytzSm;RCPT-EU-100072;Lukas Schneider;Antwerp;Paid;Card;EUR;166.38;EUR;166.38
INV-EU-2026-4073;22.08.2026;order_nFizuKiwqs6lxo;RCPT-EU-100073;Lena Rossi;Antwerp;Paid;Card;CHF;77.47;EUR;78.89
INV-EU-2026-4074;15.08.2026;order_7k9HMXTW3JD8qq;RCPT-EU-100074;Elias Rossi;Antwerp;Paid;Card;EUR;61.15;EUR;61.15
INV-EU-2026-4075;14.08.2026;order_85jFI5TQVOsR8J;RCPT-EU-100075;Lukas Bakker;Cologne;Paid;Card;EUR;56.77;EUR;56.77
INV-EU-2026-4076;22.08.2026;order_1Lsmh2lxwqzFAX;RCPT-EU-100076;Paul Fischer;Frankfurt;Paid;Ideal;EUR;73.35;EUR;73.35
INV-EU-2026-4077;08.08.2026;order_JNQceOy6VLPrpn;RCPT-EU-100077;Emilia Weber;Amsterdam;Paid;Card;EUR;128.76;EUR;128.76
INV-EU-2026-4078;08.08.2026;order_jl8vEe06ADfCY9;RCPT-EU-100078;Jonas Fischer;Hamburg;Paid;Card;EUR;171.00;EUR;171.00
INV-EU-2026-4079;08.08.2026;order_dXXuH7RJ83ELuW;RCPT-EU-100079;Noah Schneider;Dublin;Paid;Card;EUR;192.95;EUR;192.95
INV-EU-2026-4080;01.08.2026;order_CMJ8erBcwlZiDS;RCPT-EU-100080;Finn Müller;Berlin;Paid;Card;EUR;182.03;EUR;182.03
INV-EU-2026-4081;16.08.2026;order_WJ4llnabildQV8;RCPT-EU-100081;Sanne de Vries;Antwerp;Paid;Card;INR;5533.28;EUR;60.82
INV-EU-2026-4082;10.08.2026;order_zgpYrAqfZRfk2o;RCPT-EU-100082;Marie Schmidt;Vienna;Paid;Wallet;EUR;44.61;EUR;44.61
INV-EU-2026-4083;16.08.2026;order_GbWjD8Ef2eJSU1;RCPT-EU-100083;Finn Novak;Cologne;Paid;Card;SEK;810.51;EUR;69.90
INV-EU-2026-4084;22.08.2026;order_gqVeypnr6Z78p3;RCPT-EU-100084;Sophie Weber;Rotterdam;Paid;Sepa;EUR;120.52;EUR;120.52
INV-EU-2026-4085;10.08.2026;order_Q8fo7fOYtWCB4K;RCPT-EU-100085;Sophie Novak;Hamburg;Paid;Card;EUR;30.34;EUR;30.34
INV-EU-2026-4086;11.08.2026;order_dxDVGRNhfECG3t;RCPT-EU-100086;Bram Andersen;Milan;Paid;Sepa;EUR;150.11;EUR;150.11
INV-EU-2026-4087;10.08.2026;order_6Pye69FHbberaw;RCPT-EU-100087;Lukas de Vries;Munich;Paid;Card;EUR;95.64;EUR;95.64
INV-EU-2026-4088;25.08.2026;order_9Q45DjEARdsnc3;RCPT-EU-100088;Mila Rossi;Dublin;Paid;Card;EUR;74.43;EUR;74.43
INV-EU-2026-4089;03.08.2026;order_3U7oHVTBO13ugk;RCPT-EU-100089;Luca Müller;Munich;Paid;Card;CHF;263.71;EUR;268.55
INV-EU-2026-4090;15.08.2026;order_qYr5gzy7Z4qEvO;RCPT-EU-100090;Sanne Wagner;Amsterdam;Paid;Sepa;EUR;107.53;EUR;107.53
INV-EU-2026-4091;08.08.2026;order_9Mv6bDflD0N1pZ;RCPT-EU-100091;Bram Weber;Rotterdam;Paid;Card;EUR;178.72;EUR;178.72
INV-EU-2026-4092;18.08.2026;order_fS5z9arJGmDddh;RCPT-EU-100092;Lena Wagner;Berlin;Paid;Card;SEK;619.07;EUR;53.39
INV-EU-2026-4093;17.08.2026;order_BvMQBfDslBq0S3;RCPT-EU-100093;Noah Andersen;Amsterdam;Paid;Card;EUR;238.14;EUR;238.14
INV-EU-2026-4094;23.08.2026;order_L0L6lrwKeWmtWN;RCPT-EU-100094;Marie Fischer;Cologne;Paid;Card;EUR;36.57;EUR;36.57
INV-EU-2026-4095;02.08.2026;order_3YEyGaB6snLjRC;RCPT-EU-100095;Noah Müller;Cologne;Paid;Sepa;EUR;57.93;EUR;57.93
INV-EU-2026-4096;08.08.2026;order_MTi44w3nzqcstg;RCPT-EU-100096;Luca Jansen;Cologne;Paid;Card;EUR;87.51;EUR;87.51
INV-EU-2026-4097;18.08.2026;order_371jrdsXv8dFZg;RCPT-EU-100097;Finn Schmidt;Munich;Paid;Ideal;EUR;155.96;EUR;155.96
INV-EU-2026-4098;11.08.2026;order_5blwilDltLEdv5;RCPT-EU-100098;Sanne Rossi;Antwerp;Paid;Card;EUR;150.49;EUR;150.49
INV-EU-2026-4099;19.08.2026;order_yuOwKDWCuztIyM;RCPT-EU-100099;Noah Andersen;Rotterdam;Paid;Card;GBP;40.09;EUR;46.71
INV-EU-2026-4100;24.08.2026;order_lRR6MrFEQLsPYS;RCPT-EU-100100;Sophie Rossi;Lisbon;Paid;Sepa;EUR;25.54;EUR;25.54
INV-EU-2026-4101;21.08.2026;order_VYJ8lp6mLNgAfq;RCPT-EU-100101;Finn Jansen;Milan;Paid;Card;EUR;29.46;EUR;29.46
INV-EU-2026-4102;25.08.2026;order_Vm6zClHOSLMcHb;RCPT-EU-100102;Emilia Schmidt;Hamburg;Paid;Ideal;EUR;74.69;EUR;74.69
INV-EU-2026-4103;13.08.2026;order_2ZSiS8qIKYzt4X;RCPT-EU-100103;Luca Weber;Rotterdam;Paid;Card;EUR;107.56;EUR;107.56
INV-EU-2026-4104;25.08.2026;order_r9k54k44RO1epR;RCPT-EU-100104;Elias Weber;Frankfurt;Paid;Sepa;EUR;129.95;EUR;129.95
INV-EU-2026-4105;03.08.2026;order_BQLXgsmMi2QMYj;RCPT-EU-100105;Lukas Schmidt;Berlin;Paid;Sepa;EUR;71.05;EUR;71.05
INV-EU-2026-4106;21.08.2026;order_PUuvydirnJ6yp9;RCPT-EU-100106;Marie Wagner;Frankfurt;Paid;Card;EUR;73.77;EUR;73.77
INV-EU-2026-4107;18.08.2026;order_1X8HDppBeOGBlK;RCPT-EU-100107;Elias Schmidt;Dublin;Paid;Card;EUR;71.66;EUR;71.66
INV-EU-2026-4108;12.08.2026;order_ce2Qem6gKgRDiI;RCPT-EU-100108;Hanna Schmidt;Cologne;Paid;Card;EUR;52.36;EUR;52.36
INV-EU-2026-4109;14.08.2026;order_JcJkbGmOwJcpST;RCPT-EU-100109;Lukas Schneider;Cologne;Paid;Card;EUR;148.58;EUR;148.58
INV-EU-2026-4110;06.08.2026;order_EGjCpVeZ56ywN1;RCPT-EU-100110;Bram Jansen;Rotterdam;Paid;Ideal;EUR;87.03;EUR;87.03
INV-EU-2026-4111;14.08.2026;order_0gPI2ig8i3SPKj;RCPT-EU-100111;Emilia Bakker;Milan;Paid;Sepa;EUR;67.51;EUR;67.51
INV-EU-2026-4112;08.08.2026;order_OmmPIFsgmhnx1m;RCPT-EU-100112;Ida Andersen;Vienna;Paid;Card;EUR;78.10;EUR;78.10
INV-EU-2026-4113;21.08.2026;order_iQxwfOG4EWse8M;RCPT-EU-100113;Hanna Novak;Cologne;Paid;Card;EUR;40.21;EUR;40.21
INV-EU-2026-4114;18.08.2026;order_FLjpGgFLanKTUk;RCPT-EU-100114;Bram Schneider;Vienna;Paid;Card;EUR;80.56;EUR;80.56
INV-EU-2026-4115;06.08.2026;order_vD3K99xTHcIdKk;RCPT-EU-100115;Noah Schmidt;Vienna;Paid;Ideal;EUR;103.20;EUR;103.20
INV-EU-2026-4116;01.08.2026;order_ImMkiilfA9N1pY;RCPT-EU-100116;Emilia Novak;Cologne;Paid;Card;EUR;101.71;EUR;101.71
INV-EU-2026-4117;07.08.2026;order_9dBdxXydgr8t4U;RCPT-EU-100117;Marie de Vries;Frankfurt;Paid;Card;EUR;163.44;EUR;163.44
INV-EU-2026-4118;19.08.2026;order_LLGVAcwxOLu0y8;RCPT-EU-100118;Noah Jansen;Munich;Paid;Card;CHF;68.41;EUR;69.67
INV-EU-2026-4119;10.08.2026;order_OHdT5cE1lrUNF5;RCPT-EU-100119;Hanna Weber;Rotterdam;Paid;Card;USD;62.73;EUR;57.55
INV-EU-2026-4120;14.08.2026;order_iSXBdrCVlfyYFR;RCPT-EU-100120;Hanna Schneider;Munich;Paid;Card;EUR;139.95;EUR;139.95
INV-EU-2026-4121;16.08.2026;order_GWYwRgYy91s5yu;RCPT-EU-100121;Hanna Jansen;Antwerp;Paid;Sepa;EUR;109.43;EUR;109.43
INV-EU-2026-4122;17.08.2026;order_RJ5wwfHvoT04bA;RCPT-EU-100122;Paul Novak;Rotterdam;Paid;Wallet;EUR;167.43;EUR;167.43
INV-EU-2026-4123;14.08.2026;order_7dHzcIRjrgHLVY;RCPT-EU-100123;Bram de Vries;Frankfurt;Paid;Sepa;EUR;28.00;EUR;28.00
INV-EU-2026-4124;21.08.2026;order_yF53QjGc9R6tle;RCPT-EU-100124;Lena Andersen;Antwerp;Paid;Sepa;EUR;63.03;EUR;63.03
INV-EU-2026-4125;17.08.2026;order_1a2p0VkrE4u71v;RCPT-EU-100125;Marie Wagner;Berlin;Paid;Sepa;EUR;53.58;EUR;53.58
INV-EU-2026-4126;25.08.2026;order_Zd8NJccr0jtGKA;RCPT-EU-100126;Mila Fischer;Hamburg;Paid;Ideal;EUR;186.47;EUR;186.47
INV-EU-2026-4127;14.08.2026;order_j6DqdmfzE9600d;RCPT-EU-100127;Lena Meyer;Berlin;Paid;Card;USD;92.73;EUR;85.07
INV-EU-2026-4128;13.08.2026;order_zCVnrMkhTOUAhT;RCPT-EU-100128;Luca Novak;Antwerp;Paid;Card;EUR;202.73;EUR;202.73
INV-EU-2026-4129;14.08.2026;order_nK0kGncmdIY9Ug;RCPT-EU-100129;Paul Schmidt;Milan;Paid;Card;EUR;122.19;EUR;122.19
INV-EU-2026-4130;09.08.2026;order_OtuhlA0yID24x0;RCPT-EU-100130;Lukas Jansen;Milan;Paid;Card;EUR;25.78;EUR;25.78
INV-EU-2026-4131;09.08.2026;order_1R3Ss4SWFxZXNM;RCPT-EU-100131;Bram Müller;Cologne;Paid;Card;EUR;158.42;EUR;158.42
INV-EU-2026-4132;02.08.2026;order_0MibGdBWmn3gDP;RCPT-EU-100132;Finn Fischer;Rotterdam;Paid;Card;EUR;152.16;EUR;152.16
INV-EU-2026-4133;16.08.2026;order_F3WCN8bPn2qOGW;RCPT-EU-100133;Marie Schneider;Cologne;Paid;Wallet;EUR;85.99;EUR;85.99
INV-EU-2026-4134;18.08.2026;order_2d4uYPKEuc8jNA;RCPT-EU-100134;Lena Andersen;Dublin;Paid;Card;CHF;94.34;EUR;96.07
INV-EU-2026-4135;14.08.2026;order_o3Kr4zqf46L1f1;RCPT-EU-100135;Lena Fischer;Berlin;Paid;Card;EUR;138.06;EUR;138.06
INV-EU-2026-4136;15.08.2026;order_kgnJjkiEXdFwae;RCPT-EU-100136;Jonas Wagner;Cologne;Paid;Wallet;EUR;24.35;EUR;24.35
INV-EU-2026-4137;02.08.2026;order_E3cjrK0R61nl8p;RCPT-EU-100137;Finn Meyer;Frankfurt;Paid;Card;EUR;157.08;EUR;157.08
INV-EU-2026-4138;07.08.2026;order_SQwMQv3zrN5jWK;RCPT-EU-100138;Marie Weber;Milan;Paid;Card;EUR;260.93;EUR;260.93
INV-EU-2026-4139;07.08.2026;order_SPpZ3Ku3OqBPXH;RCPT-EU-100139;Hanna de Vries;Dublin;Paid;Wallet;EUR;179.58;EUR;179.58
INV-EU-2026-4140;02.08.2026;order_FsOrR0MAMqFLht;RCPT-EU-100140;Elias Weber;Antwerp;Paid;Card;EUR;89.96;EUR;89.96
INV-EU-2026-4141;23.08.2026;order_gfhVnKYcFHBUlw;RCPT-EU-100141;Lena Rossi;Antwerp;Paid;Card;INR;11575.33;EUR;127.22
INV-EU-2026-4142;22.08.2026;order_Fp2cAjM66cEoyd;RCPT-EU-100142;Sanne Weber;Munich;Paid;Card;EUR;73.86;EUR;73.86
INV-EU-2026-4142-DUP;22.08.2026;order_Fp2cAjM66cEoyd;RCPT-EU-100142;Sanne Weber;Munich;Paid;Card;EUR;73.86;EUR;73.86
INV-EU-2026-4143;20.08.2026;order_C6pPfWSfKcONcO;RCPT-EU-100143;Luca Jansen;Dublin;Paid;Ideal;EUR;27.76;EUR;27.76
INV-EU-2026-4144;21.08.2026;order_3cZZbkJh6jbjO8;RCPT-EU-100144;Finn Schmidt;Vienna;Paid;Sepa;EUR;101.75;EUR;101.75
INV-EU-2026-4145;01.08.2026;order_DZUef09npu2PlG;RCPT-EU-100145;Mila Jansen;Vienna;Paid;Ideal;EUR;591.60;EUR;591.60
INV-EU-2026-4146;24.08.2026;order_OAs7lQw4CVPedM;RCPT-EU-100146;Emilia Weber;Munich;Paid;Wallet;EUR;111.96;EUR;111.96
INV-EU-2026-4147;04.08.2026;order_1byhPBx0G2IFgO;RCPT-EU-100147;Lukas Meyer;Frankfurt;Paid;Card;USD;210.36;EUR;192.99
INV-EU-2026-4148;24.08.2026;order_eTg1JdulQ4ZBPU;RCPT-EU-100148;Lena de Vries;Milan;Paid;Card;CHF;82.10;EUR;83.61
INV-EU-2026-4149;04.08.2026;order_jxdEcOBxgxzOdg;RCPT-EU-100149;Emilia de Vries;Antwerp;Paid;Ideal;EUR;177.41;EUR;177.41
INV-EU-2026-4150;03.08.2026;order_5jhPlGEqSPonJj;RCPT-EU-100150;Mila Schneider;Rotterdam;Paid;Card;EUR;42.13;EUR;42.13
INV-EU-2026-4151;23.08.2026;order_rchpSUN1RaOjzh;RCPT-EU-100151;Luca Rossi;Cologne;Paid;Card;EUR;89.30;EUR;89.30
INV-EU-2026-4152;05.08.2026;order_5GwYOfV0vSqq7J;RCPT-EU-100152;Marie Bakker;Dublin;Paid;Wallet;INR;10768.55;EUR;118.36
INV-EU-2026-4153;23.08.2026;order_dON3whoI2mjRQl;RCPT-EU-100153;Lena de Vries;Dublin;Paid;Card;EUR;32.72;EUR;32.72
INV-EU-2026-4154;24.08.2026;order_brZLFuHJTYXYPV;RCPT-EU-100154;Emilia Wagner;Lisbon;Paid;Card;SEK;362.31;EUR;31.25
INV-EU-2026-4155;15.08.2026;order_FJ7qUPrnJak9vc;RCPT-EU-100155;Lena Meyer;Amsterdam;Paid;Card;INR;11003.44;EUR;120.94
INV-EU-2026-4156;22.08.2026;order_iIrfKTbyggshTX;RCPT-EU-100156;Finn Schmidt;Lisbon;Paid;Card;EUR;60.55;EUR;60.55
INV-EU-2026-4157;18.08.2026;order_pdcriCASkHywYe;RCPT-EU-100157;Mila Andersen;Vienna;Paid;Sepa;EUR;124.55;EUR;124.55
INV-EU-2026-4158;10.08.2026;order_Gp5VcprN0ffbOh;RCPT-EU-100158;Bram Andersen;Dublin;Paid;Card;EUR;70.85;EUR;70.85
INV-EU-2026-4159;17.08.2026;order_gnsdF4qC7znyfS;RCPT-EU-100159;Ida Schneider;Vienna;Paid;Wallet;EUR;45.07;EUR;45.07
INV-EU-2026-4160;16.08.2026;order_3KUC5pDqNQu8qb;RCPT-EU-100160;Elias Schmidt;Lisbon;Paid;Ideal;EUR;73.35;EUR;73.35
INV-EU-2026-4161;24.08.2026;order_owEXuukHoCYaH2;RCPT-EU-100161;Mila Weber;Munich;Paid;Sepa;EUR;44.40;EUR;44.40
INV-EU-2026-4162;25.08.2026;order_cRKEd2FQ6Hk0Fk;RCPT-EU-100162;Sanne de Vries;Cologne;Paid;Ideal;EUR;75.48;EUR;75.48
