Invoice Number,Invoice Date,Order ID,Reference Number,Customer Name,Place of Supply,Invoice Status,Payment Mode,Presentment Currency,Presentment Amount,Currency,Total
INV-IN-2026-4014,19/08/26,order_VTFzb6eyyGZiqY,RCPT-IN-100014,Sara Joshi,Mumbai,Paid,Card,INR,13290.00,INR,13290.00
INV-IN-2026-4015,21/08/26,order_ZrvLmRZuVuJ0A5,RCPT-IN-100015,Arjun Bose,Mumbai,Paid,Upi,INR,16555.00,INR,16555.00
INV-IN-2026-4016,16/08/26,order_mF0ohsQQ87MNrL,RCPT-IN-100016,Vihaan Das,Kochi,Paid,Netbanking,INR,9660.00,INR,9660.00
INV-IN-2026-4017,25/08/26,order_DIHLH3bS3IWKG5,RCPT-IN-100017,Ishaan Gupta,Jaipur,Paid,Upi,INR,2870.00,INR,2870.00
INV-IN-2026-4018,15/08/26,order_iZopCIeAuX6y2o,RCPT-IN-100018,Ananya Bose,Pune,Paid,Wallet,INR,4158.00,INR,4158.00
INV-IN-2026-4019,07/08/26,order_bayMHtN7YA3aH9,RCPT-IN-100019,Arjun Bhat,Gurugram,Paid,Upi,INR,5991.00,INR,5991.00
INV-IN-2026-4020,07/08/26,order_vkBgasUke4oxF4,RCPT-IN-100020,Advait Nair,Bengaluru,Paid,Card,INR,8671.00,INR,8671.00
INV-IN-2026-4021,17/08/26,order_lqCVw79hj2q71g,RCPT-IN-100021,Diya Reddy,Hyderabad,Paid,Card,INR,10518.00,INR,10518.00
INV-IN-2026-4022,23/08/26,order_57OlF5gKOMbsHi,RCPT-IN-100022,Arjun Iyer,Noida,Paid,Card,INR,7886.00,INR,7886.00
INV-IN-2026-4023,17/08/26,order_NVJ3IxiK05Xvt9,RCPT-IN-100023,Advait Kulkarni,Noida,Paid,Netbanking,INR,4425.00,INR,4425.00
INV-IN-2026-4024,18/08/26,order_aVFwO2U9KrTV33,RCPT-IN-100024,Ishaan Rao,Indore,Paid,Upi,INR,9636.00,INR,9636.00
INV-IN-2026-4025,20/08/26,order_HVOUmsHPXVIkP8,RCPT-IN-100025,Myra Gupta,Hyderabad,Paid,Upi,INR,28959.00,INR,28959.00
INV-IN-2026-4026,20/08/26,order_AT3nLB3bIeuVYT,RCPT-IN-100026,Arjun Kulkarni,Chennai,Paid,Card,INR,4810.00,INR,4810.00
INV-IN-2026-4027,23/08/26,order_E98tzw6zKtBdRF,RCPT-IN-100027,Vivaan Rao,Jaipur,Paid,Card,INR,4852.00,INR,4852.00
INV-IN-2026-4028,04/08/26,order_FOas4JrEWj0Cwt,RCPT-IN-100028,Arjun Joshi,Kochi,Paid,Upi,INR,7419.00,INR,7419.00
INV-IN-2026-4029,25/08/26,order_1sX1lAOTYAc9tz,RCPT-IN-100029,Vihaan Sharma,Indore,Paid,Netbanking,INR,11137.00,INR,11137.00
INV-IN-2026-4030,10/08/26,order_SgQQfwzDGA0cQ5,RCPT-IN-100030,Sara Menon,Chennai,Paid,Upi,INR,12412.00,INR,12412.00
INV-IN-2026-4031,22/08/26,order_aC1FigdULkyoJt,RCPT-IN-100031,Diya Sharma,Bengaluru,Paid,Upi,INR,9774.00,INR,9774.00
INV-IN-2026-4032,02/08/26,order_qlPqi2QZRsddCD,RCPT-IN-100032,Advait Nair,Chennai,Paid,Upi,INR,24655.00,INR,24655.00
INV-IN-2026-4033,10/08/26,order_waQLzEyIaE3TPb,RCPT-IN-100033,Ishaan Bose,Noida,Paid,Card,INR,7043.00,INR,7043.00
INV-IN-2026-4034,10/08/26,order_4KBM7S0s4a3cXg,RCPT-IN-100034,Aditi Patel,Jaipur,Paid,Upi,INR,9725.00,INR,9725.00
INV-IN-2026-4035,16/08/26,order_iwecmuRURh8Tmp,RCPT-IN-100035,Myra Iyer,Noida,Paid,Upi,INR,7186.00,INR,7186.00
INV-IN-2026-4036,10/08/26,order_gLCI0vGCR9c7NK,RCPT-IN-100036,Aditi Sharma,Kolkata,Paid,Upi,INR,3326.00,INR,3326.00
INV-IN-2026-4037,06/08/26,order_vx2R0kRD8Sfbor,RCPT-IN-100037,Anika Nair,Mumbai,Paid,Upi,INR,56243.00,INR,56243.00
INV-IN-2026-4038,07/08/26,order_ePHzV2HVev5zYp,RCPT-IN-100038,Vivaan Verma,Hyderabad,Paid,Upi,INR,4052.00,INR,4052.00
INV-IN-2026-4039,11/08/26,order_3plaWEHvuxsJUT,RCPT-IN-100039,Vihaan Sharma,Noida,Paid,Card,INR,34054.00,INR,34054.00
INV-IN-2026-4040,21/08/26,order_Kcu7bfPZ5WTSFn,RCPT-IN-100040,Aarav Kulkarni,Noida,Paid,Card,INR,2569.00,INR,2569.00
INV-IN-2026-4041,19/08/26,order_ttuhFEh2BIlSri,RCPT-IN-100041,Sara Verma,Pune,Paid,Upi,INR,24125.00,INR,24125.00
INV-IN-2026-4042,25/08/26,order_yx1kp2pyuyz3TQ,RCPT-IN-100042,Advait Kulkarni,Chennai,Paid,Card,USD,102.37,INR,8545.08
INV-IN-2026-4043,17/08/26,order_Je0YnpViJUglS2,RCPT-IN-100043,Advait Patel,Noida,Paid,Card,AED,256.17,INR,5816.21
INV-IN-2026-4044,14/08/26,order_WiHsQfBAhi4ziM,RCPT-IN-100044,Diya Sharma,Gurugram,Paid,Upi,INR,30276.00,INR,30276.00
INV-IN-2026-4045,06/08/26,order_XxR1ek5jnbe0oz,RCPT-IN-100045,Arjun Nair,Gurugram,Paid,Upi,INR,8114.00,INR,8114.00
INV-IN-2026-4046,24/08/26,order_vibrO0TztifsDW,RCPT-IN-100046,Vihaan Menon,Chennai,Paid,Card,INR,27801.00,INR,27801.00
INV-IN-2026-4047,01/08/26,order_Ybchn2talcXmfd,RCPT-IN-100047,Kavya Das,Chennai,Paid,Wallet,INR,8063.00,INR,8063.00
INV-IN-2026-4048,16/08/26,order_FlAp9oVQph9IJh,RCPT-IN-100048,Aditi Rao,Bengaluru,Paid,Upi,INR,14116.00,INR,14116.00
INV-IN-2026-4049,03/08/26,order_hMNMXYejBJkGED,RCPT-IN-100049,Aarav Menon,Pune,Paid,Upi,INR,11281.00,INR,11281.00
INV-IN-2026-4050,09/08/26,order_ayPDM040vU1wUD,RCPT-IN-100050,Aditi Rao,Hyderabad,Paid,Card,USD,44.58,INR,3721.20
INV-IN-2026-4051,08/08/26,order_TmrLjCvu7Bk6TO,RCPT-IN-100051,Aarav Kulkarni,Pune,Paid,Upi,INR,11072.00,INR,11072.00
INV-IN-2026-4052,23/08/26,order_TdOKlvNgVGJcRd,RCPT-IN-100052,Arjun Iyer,Indore,Paid,Upi,INR,6431.00,INR,6431.00
INV-IN-2026-4053,25/08/26,order_nMA7aICa2EHf9W,RCPT-IN-100053,Kavya Verma,Indore,Paid,Card,INR,57339.00,INR,57339.00
INV-IN-2026-4054,13/08/26,order_2zQ6aKXFSq7quz,RCPT-IN-100054,Myra Menon,Mumbai,Paid,Card,INR,8783.00,INR,8783.00
INV-IN-2026-4055,12/08/26,order_r0yARlXTQVh9DI,RCPT-IN-100055,Vivaan Sharma,Ahmedabad,Paid,Upi,INR,2390.00,INR,2390.00
INV-IN-2026-4056,03/08/26,order_94WHmjWgIcQLKm,RCPT-IN-100056,Myra Joshi,Hyderabad,Paid,Upi,INR,11448.00,INR,11448.00
INV-IN-2026-4057,10/08/26,order_4oAoOeIbgwlYK1,RCPT-IN-100057,Kabir Joshi,Kochi,Paid,Upi,INR,3309.00,INR,3309.00
INV-IN-2026-4058,21/08/26,order_mqa0cXDymGPkr4,RCPT-IN-100058,Kavya Rao,Jaipur,Paid,Upi,INR,1310.00,INR,1310.00
INV-IN-2026-4059,05/08/26,order_yjjtoKAFPW4DEc,RCPT-IN-100059,Kabir Joshi,Mumbai,Paid,Upi,INR,25036.00,INR,25036.00
INV-IN-2026-4060,17/08/26,order_1eBWme8aBqAp7A,RCPT-IN-100060,Ishaan Patel,Ahmedabad,Paid,Upi,INR,16921.00,INR,16921.00
INV-IN-2026-4061,06/08/26,order_dABPsuuF5lt1wd,RCPT-IN-100061,Advait Bose,Gurugram,Paid,Upi,INR,2918.00,INR,2918.00
INV-IN-2026-4062,12/08/26,order_eoFSRkztL3nWwF,RCPT-IN-100062,Aarav Rao,Noida,Paid,Card,INR,11090.00,INR,11090.00
INV-IN-2026-4063,23/08/26,order_pUH7cA1kfDzakR,RCPT-IN-100063,Advait Menon,Kolkata,Paid,Card,INR,4215.00,INR,4215.00
INV-IN-2026-4064,14/08/26,order_0lXl8aSlXAZLi1,RCPT-IN-100064,Myra Joshi,Chennai,Paid,Upi,INR,2923.00,INR,2923.00
INV-IN-2026-4065,12/08/26,order_mIHaDvBlnjk0CK,RCPT-IN-100065,Myra Bhat,Kochi,Paid,Upi,INR,5789.00,INR,5789.00
INV-IN-2026-4066,09/08/26,order_suwxxQVhy0gBOI,RCPT-IN-100066,Ananya Nair,Hyderabad,Paid,Upi,INR,14979.00,INR,14979.00
INV-IN-2026-4067,01/08/26,order_JB3qwSSjusTjoM,RCPT-IN-100067,Ishaan Iyer,Jaipur,Paid,Card,INR,9188.00,INR,9188.00
INV-IN-2026-4068,08/08/26,order_1rto7mEbZhdCYs,RCPT-IN-100068,Kabir Bose,Indore,Paid,Card,INR,4236.00,INR,4236.00
INV-IN-2026-4069,24/08/26,order_ptr4z4qJbpr7Ff,RCPT-IN-100069,Diya Rao,Noida,Paid,Upi,INR,22612.00,INR,22612.00
INV-IN-2026-4070,01/08/26,order_dUzLazxd6sEBDC,RCPT-IN-100070,Kabir Nair,Pune,Paid,Upi,INR,3688.00,INR,3688.00
INV-IN-2026-4071,04/08/26,order_fhioe2XU0FcR5v,RCPT-IN-100071,Diya Das,Kochi,Paid,Upi,INR,7839.00,INR,7839.00
INV-IN-2026-4072,14/08/26,order_NQmcuAnGFWAXvs,RCPT-IN-100072,Diya Das,Pune,Paid,Upi,INR,18030.00,INR,18030.00
INV-IN-2026-4073,04/08/26,order_KAV6CdCGZSblnU,RCPT-IN-100073,Diya Nair,Kochi,Paid,Upi,INR,5664.00,INR,5664.00
INV-IN-2026-4074,05/08/26,order_xywXGpaG9ohPX9,RCPT-IN-100074,Vivaan Sharma,Bengaluru,Paid,Upi,INR,7082.00,INR,7082.00
INV-IN-2026-4075,20/08/26,order_nkY11wJfbM9gUv,RCPT-IN-100075,Anika Bose,Pune,Paid,Upi,INR,3520.00,INR,3520.00
INV-IN-2026-4076,01/08/26,order_1J1haHFL1szLcw,RCPT-IN-100076,Aditi Bose,Ahmedabad,Paid,Card,INR,5761.00,INR,5761.00
INV-IN-2026-4077,19/08/26,order_Jkm40HQ60r6HrM,RCPT-IN-100077,Vihaan Bose,Bengaluru,Paid,Card,INR,19877.00,INR,19877.00
INV-IN-2026-4078,02/08/26,order_ZfeGGAFGIvb0vA,RCPT-IN-100078,Ananya Iyer,Hyderabad,Paid,Upi,INR,7364.00,INR,7364.00
INV-IN-2026-4079,11/08/26,order_PPIpwi2EEloCUg,RCPT-IN-100079,Vivaan Nair,Pune,Paid,Upi,INR,7398.00,INR,7398.00
INV-IN-2026-4080,05/08/26,order_adwzHRdZU79fDf,RCPT-IN-100080,Arjun Joshi,Noida,Paid,Upi,INR,5611.00,INR,5611.00
INV-IN-2026-4081,09/08/26,order_NsQ3DfOClXeC9r,RCPT-IN-100081,Ishaan Kulkarni,Hyderabad,Paid,Wallet,INR,3264.00,INR,3264.00
INV-IN-2026-4082,24/08/26,order_L3qTyFBug2ujNt,RCPT-IN-100082,Arjun Menon,Noida,Paid,Upi,INR,3290.00,INR,3290.00
INV-IN-2026-4083,01/08/26,order_95kwXNowUpHiTN,RCPT-IN-100083,Kabir Iyer,Gurugram,Paid,Card,INR,13105.00,INR,13105.00
INV-IN-2026-4083-DUP,01/08/26,order_95kwXNowUpHiTN,RCPT-IN-100083,Kabir Iyer,Gurugram,Paid,Card,INR,13105.00,INR,13105.00
INV-IN-2026-4084,21/08/26,order_btd1hkqB1WPOhG,RCPT-IN-100084,Rehan Bhat,Jaipur,Paid,Netbanking,INR,10090.00,INR,10090.00
INV-IN-2026-4085,12/08/26,order_dENypm4of3l00v,RCPT-IN-100085,Vihaan Nair,Pune,Paid,Card,INR,3485.00,INR,3485.00
INV-IN-2026-4086,17/08/26,order_dMBxJlFeIzD6Pg,RCPT-IN-100086,Vivaan Reddy,Ahmedabad,Paid,Upi,INR,8480.00,INR,8480.00
INV-IN-2026-4087,24/08/26,order_ZyF5aL9XWYoHMe,RCPT-IN-100087,Vihaan Patel,Bengaluru,Paid,Card,INR,11033.00,INR,11033.00
INV-IN-2026-4088,23/08/26,order_BGvaeoT935q0ln,RCPT-IN-100088,Anika Bose,Jaipur,Paid,Wallet,INR,7934.00,INR,7934.00
INV-IN-2026-4089,11/08/26,order_3hZZdQbDgdMrGI,RCPT-IN-100089,Diya Iyer,Gurugram,Paid,Upi,INR,13747.00,INR,13747.00
INV-IN-2026-4090,25/08/26,order_drHaCPM39qBGP7,RCPT-IN-100090,Myra Bose,Noida,Paid,Card,INR,2618.00,INR,2618.00
INV-IN-2026-4091,25/08/26,order_zM9Vl8xpfC8Ffk,RCPT-IN-100091,Aarav Patel,Mumbai,Paid,Upi,INR,5591.00,INR,5591.00
INV-IN-2026-4092,10/08/26,order_GRUOqngwTyEuWP,RCPT-IN-100092,Kavya Nair,Jaipur,Paid,Upi,INR,10611.00,INR,10611.00
INV-IN-2026-4094,05/08/26,order_MFsCCNPvfl7J3m,RCPT-IN-100094,Vihaan Sharma,Jaipur,Paid,Upi,INR,16054.00,INR,16054.00
INV-IN-2026-4095,17/08/26,order_N2gZE977wjiPXA,RCPT-IN-100095,Vivaan Gupta,Ahmedabad,Paid,Card,INR,23846.00,INR,23846.00
INV-IN-2026-4096,21/08/26,order_Zngp1F7hzmfTHY,RCPT-IN-100096,Advait Joshi,Bengaluru,Paid,Upi,INR,12463.00,INR,12463.00
INV-IN-2026-4097,07/08/26,order_KlsDUfJ1bVFTHR,RCPT-IN-100097,Kavya Kulkarni,Noida,Paid,Upi,INR,3387.00,INR,3387.00
INV-IN-2026-4098,03/08/26,order_b1jE0WVab6osDX,RCPT-IN-100098,Kavya Iyer,Bengaluru,Paid,Upi,INR,7444.00,INR,7444.00
INV-IN-2026-4099,04/08/26,order_i4AihF3FtOCMMv,RCPT-IN-100099,Ananya Patel,Mumbai,Paid,Upi,INR,13140.00,INR,13140.00
INV-IN-2026-4101,20/08/26,order_S09wHeqM0O1wiU,RCPT-IN-100101,Diya Joshi,Jaipur,Paid,Upi,INR,2746.00,INR,2746.00
INV-IN-2026-4102,11/08/26,order_fo3YEKgJ1nUt1G,RCPT-IN-100102,Kabir Das,Bengaluru,Paid,Upi,INR,19518.00,INR,19518.00
INV-IN-2026-4103,23/08/26,order_e3nYBv6xCgiYaH,RCPT-IN-100103,Arjun Verma,Pune,Paid,Card,INR,5807.00,INR,5807.00
INV-IN-2026-4104,11/08/26,order_QqaAjzcT2E11tX,RCPT-IN-100104,Rehan Bose,Hyderabad,Paid,Upi,INR,9698.00,INR,9698.00
INV-IN-2026-4105,18/08/26,order_vLJlErwNnRQxQF,RCPT-IN-100105,Kabir Kulkarni,Pune,Paid,Upi,INR,5962.00,INR,5962.00
INV-IN-2026-4106,20/08/26,order_ti9IKZ1j0P58qV,RCPT-IN-100106,Anika Reddy,Bengaluru,Paid,Netbanking,INR,4668.00,INR,4668.00
INV-IN-2026-4107,20/08/26,order_cwt5Cew2fMXlYP,RCPT-IN-100107,Anika Patel,Chennai,Paid,Netbanking,INR,5223.00,INR,5223.00
INV-IN-2026-4108,24/08/26,order_8ga7snYnLNWQov,RCPT-IN-100108,Aditi Bhat,Ahmedabad,Paid,Upi,INR,15400.00,INR,15400.00
INV-IN-2026-4109,04/08/26,order_VEXxik0N7PvOpp,RCPT-IN-100109,Kavya Joshi,Chennai,Paid,Upi,INR,5530.00,INR,5530.00
INV-IN-2026-4110,23/08/26,order_LVsPLN7aX2Zh2N,RCPT-IN-100110,Myra Reddy,Mumbai,Paid,Card,INR,2840.00,INR,2840.00
INV-IN-2026-4111,09/08/26,order_tIO9pKQzv80agX,RCPT-IN-100111,Vivaan Patel,Pune,Paid,Netbanking,INR,6650.00,INR,6650.00
INV-IN-2026-4112,08/08/26,order_DGOGECCGJrqoGW,RCPT-IN-100112,Rehan Reddy,Indore,Paid,Card,INR,9994.00,INR,9994.00
INV-IN-2026-4113,12/08/26,order_ukjStLxpzXtJP4,RCPT-IN-100113,Aditi Verma,Pune,Paid,Upi,INR,23049.00,INR,23049.00
INV-IN-2026-4114,11/08/26,order_f62RvwhBfyD7to,RCPT-IN-100114,Arjun Das,Ahmedabad,Paid,Upi,INR,19314.00,INR,19314.00
INV-IN-2026-4115,06/08/26,order_UrFGZMGZ6vEWVL,RCPT-IN-100115,Ananya Verma,Bengaluru,Paid,Upi,INR,4116.00,INR,4116.00
INV-IN-2026-4116,18/08/26,order_rOjtkmBWFRObUM,RCPT-IN-100116,Rehan Patel,Hyderabad,Paid,Upi,INR,4386.00,INR,4386.00
INV-IN-2026-4117,05/08/26,order_1paYCoyco82Bq6,RCPT-IN-100117,Myra Bhat,Hyderabad,Paid,Upi,INR,7643.00,INR,7643.00
INV-IN-2026-4118,12/08/26,order_5okdBfJ7HYzZYT,RCPT-IN-100118,Diya Bhat,Chennai,Paid,Upi,INR,4238.00,INR,4238.00
INV-IN-2026-4119,09/08/26,order_VEGB7loEAGoM01,RCPT-IN-100119,Sara Kulkarni,Indore,Paid,Netbanking,INR,9236.00,INR,9236.00
INV-IN-2026-4120,16/08/26,order_kvLUcyGsgvc8tA,RCPT-IN-100120,Arjun Menon,Kochi,Paid,Upi,INR,5110.00,INR,5110.00
INV-IN-2026-4121,19/08/26,order_p7pt765Lc6LFnL,RCPT-IN-100121,Rehan Rao,Kochi,Paid,Card,INR,5357.00,INR,5357.00
INV-IN-2026-4122,16/08/26,order_IK4ZABd6IDp0qF,RCPT-IN-100122,Anika Kulkarni,Indore,Paid,Netbanking,INR,7455.00,INR,7455.00
INV-IN-2026-4123,18/08/26,order_gg28SpyolMRJke,RCPT-IN-100123,Kavya Sharma,Noida,Paid,Upi,INR,2625.00,INR,2625.00
INV-IN-2026-4124,20/08/26,order_34EQ24zY1tyOvU,RCPT-IN-100124,Diya Patel,Hyderabad,Paid,Card,INR,4375.00,INR,4375.00
INV-IN-2026-4125,08/08/26,order_jRyvoa101xh0e3,RCPT-IN-100125,Rehan Bhat,Chennai,Paid,Upi,INR,34470.00,INR,34470.00
INV-IN-2026-4126,03/08/26,order_sQI4F9783jk3d4,RCPT-IN-100126,Arjun Patel,Jaipur,Paid,Upi,INR,25794.00,INR,25794.00
INV-IN-2026-4127,25/08/26,order_ZIGSURpTljwGiI,RCPT-IN-100127,Aditi Bose,Pune,Paid,Upi,INR,5474.00,INR,5474.00
INV-IN-2026-4128,13/08/26,order_scK4tyDRbVH1jc,RCPT-IN-100128,Vihaan Patel,Hyderabad,Paid,Card,INR,7082.00,INR,7082.00
INV-IN-2026-4129,25/08/26,order_3eoErnqHnNrkn2,RCPT-IN-100129,Arjun Das,Bengaluru,Paid,Card,INR,3553.00,INR,3553.00
INV-IN-2026-4130,09/08/26,order_JhECruuBEycEUR,RCPT-IN-100130,Vivaan Bose,Mumbai,Paid,Upi,INR,16503.00,INR,16503.00
INV-IN-2026-4131,13/08/26,order_ebFOaTtZB4susT,RCPT-IN-100131,Sara Patel,Jaipur,Paid,Card,INR,13422.00,INR,13422.00
INV-IN-2026-4132,09/08/26,order_7viU2a755EscCn,RCPT-IN-100132,Sara Das,Kolkata,Paid,Upi,INR,1622.00,INR,1622.00
INV-IN-2026-4133,04/08/26,order_fcbxKpfKb6m2VK,RCPT-IN-100133,Aarav Nair,Indore,Paid,Upi,INR,7933.00,INR,7933.00
INV-IN-2026-4134,05/08/26,order_75XsSEidXIIp0D,RCPT-IN-100134,Sara Bhat,Noida,Paid,Upi,INR,28237.00,INR,28237.00
INV-IN-2026-4135,07/08/26,order_eqvK64mamZzjxJ,RCPT-IN-100135,Diya Das,Kolkata,Paid,Netbanking,INR,7274.00,INR,7274.00
INV-IN-2026-4136,11/08/26,order_a3F8wrv0VZNqxL,RCPT-IN-100136,Ishaan Reddy,Ahmedabad,Paid,Upi,INR,10409.00,INR,10409.00
INV-IN-2026-4137,22/08/26,order_MQGwxpxCr7DC21,RCPT-IN-100137,Ananya Nair,Jaipur,Paid,Card,INR,6512.00,INR,6512.00
INV-IN-2026-4138,04/08/26,order_RNPz70zBImBwuK,RCPT-IN-100138,Aditi Bhat,Kochi,Paid,Card,INR,11761.00,INR,11761.00
INV-IN-2026-4139,07/08/26,order_pmQQYtDm90844P,RCPT-IN-100139,Ananya Joshi,Hyderabad,Paid,Card,INR,6920.00,INR,6920.00
INV-IN-2026-4140,05/08/26,order_tnQZlnd9dpstxl,RCPT-IN-100140,Rehan Nair,Hyderabad,Paid,Upi,INR,10641.00,INR,10641.00
INV-IN-2026-4142,13/08/26,order_4mdxK0Pj3KKy3p,RCPT-IN-100142,Kabir Rao,Pune,Paid,Card,INR,21446.00,INR,21446.00
INV-IN-2026-4143,06/08/26,order_XYUVr1Kgt91dgn,RCPT-IN-100143,Aarav Menon,Hyderabad,Paid,Netbanking,INR,13880.00,INR,13880.00
INV-IN-2026-4144,09/08/26,order_70r6LoNG145dP4,RCPT-IN-100144,Vivaan Patel,Noida,Paid,Upi,INR,30560.00,INR,30560.00
INV-IN-2026-4145,03/08/26,order_vzQir7vmPFdVJS,RCPT-IN-100145,Advait Rao,Ahmedabad,Paid,Netbanking,INR,6949.00,INR,6949.00
INV-IN-2026-4146,02/08/26,order_HSlYLRCV1yEk8Y,RCPT-IN-100146,Vivaan Patel,Kochi,Paid,Upi,INR,4157.00,INR,4157.00
INV-IN-2026-4147,19/08/26,order_Bb2s89bfCgnesg,RCPT-IN-100147,Aarav Bose,Mumbai,Paid,Netbanking,INR,27225.00,INR,27225.00
INV-IN-2026-4148,16/08/26,order_VZTR0gh17xaZvt,RCPT-IN-100148,Ishaan Das,Chennai,Paid,Upi,INR,10667.00,INR,10667.00
INV-IN-2026-4149,25/08/26,order_LVVUjGJrUrOwln,RCPT-IN-100149,Myra Bose,Gurugram,Paid,Upi,INR,4184.00,INR,4184.00
INV-IN-2026-4150,21/08/26,order_ZG0k8FjgHc4juc,RCPT-IN-100150,Anika Kulkarni,Bengaluru,Paid,Upi,INR,8268.00,INR,8268.00
INV-IN-2026-4151,19/08/26,order_th2bseDitaU7eS,RCPT-IN-100151,Vivaan Sharma,Hyderabad,Paid,Card,INR,4592.00,INR,4592.00
INV-IN-2026-4152,24/08/26,order_SN7sOlP1KpS7Lo,RCPT-IN-100152,Ishaan Bhat,Ahmedabad,Paid,Upi,INR,1251.00,INR,1251.00
INV-IN-2026-4153,03/08/26,order_w6z0MAW6uihkeI,RCPT-IN-100153,Vivaan Reddy,Noida,Paid,Upi,INR,12810.00,INR,12810.00
INV-IN-2026-4154,09/08/26,order_YX7gxtNovxZXVD,RCPT-IN-100154,Vivaan Verma,Kolkata,Paid,Upi,INR,3919.00,INR,3919.00
INV-IN-2026-4155,13/08/26,order_o5ZFdwjFCFEKZ2,RCPT-IN-100155,Vihaan Nair,Jaipur,Paid,Upi,INR,1714.00,INR,1714.00
INV-IN-2026-4156,07/08/26,order_xsrfqmThK1Plwb,RCPT-IN-100156,Kavya Bose,Hyderabad,Paid,Upi,INR,18401.00,INR,18401.00
INV-IN-2026-4157,20/08/26,order_rP8fAPr9UEwYJ7,RCPT-IN-100157,Vihaan Joshi,Jaipur,Paid,Wallet,INR,3228.00,INR,3228.00
INV-IN-2026-4158,07/08/26,order_DyzL83s2uqadV4,RCPT-IN-100158,Vihaan Bhat,Mumbai,Paid,Upi,INR,2430.00,INR,2430.00
INV-IN-2026-4159,21/08/26,order_i4hMvS7Qt1z3q8,RCPT-IN-100159,Kabir Patel,Jaipur,Paid,Card,INR,6478.00,INR,6478.00
INV-IN-2026-4160,04/08/26,order_DXLLoAp3QDskSe,RCPT-IN-100160,Ananya Joshi,Indore,Paid,Card,EUR,54.07,INR,4919.56
INV-IN-2026-4161,02/08/26,order_xo5dDfoQJknp4v,RCPT-IN-100161,Kavya Rao,Kochi,Paid,Netbanking,INR,8833.00,INR,8833.00
INV-IN-2026-4162,07/08/26,order_DjyP7f6q77JLpM,RCPT-IN-100162,Rehan Das,Ahmedabad,Paid,Upi,INR,5114.00,INR,5114.00
INV-IN-2026-4163,13/08/26,order_fe6WZSSn2hOoxE,RCPT-IN-100163,Aarav Bose,Bengaluru,Paid,Card,INR,22416.00,INR,22416.00
INV-IN-2026-4164,18/08/26,order_mSST0EIJmJJaOH,RCPT-IN-100164,Vihaan Bose,Kochi,Paid,Upi,INR,6916.00,INR,6916.00
INV-IN-2026-4166,20/08/26,order_HGtTuQhul7TFW4,RCPT-IN-100166,Myra Patel,Jaipur,Paid,Card,INR,18140.00,INR,18140.00
INV-IN-2026-4167,21/08/26,order_0C4Dd8rl9teWU0,RCPT-IN-100167,Arjun Reddy,Noida,Paid,Upi,INR,5369.00,INR,5369.00
INV-IN-2026-4168,22/08/26,order_TdVg6Q5oAK3fd2,RCPT-IN-100168,Advait Verma,Ahmedabad,Paid,Upi,INR,5655.00,INR,5655.00
