Invoice Number,Invoice Date,Order ID,Reference Number,Customer Name,Place of Supply,Invoice Status,Payment Mode,Presentment Currency,Presentment Amount,Currency,Total
INV-US-2026-4025,08/21/2026,order_IffizuEtn6Caw0,RCPT-US-100025,Lucas Miller,"Denver, CO",Paid,Card,USD,43.27,USD,43.27
INV-US-2026-4026,08/18/2026,order_4DeTuHTpJx6L6D,RCPT-US-100026,Lucas Smith,"Boston, MA",Paid,Card,USD,35.51,USD,35.51
INV-US-2026-4027,08/06/2026,order_je2Qf4Z69Vqjx9,RCPT-US-100027,James Brown,"Seattle, WA",Paid,Card,USD,18.28,USD,18.28
INV-US-2026-4028,08/13/2026,order_xUJQ63zhIovnRh,RCPT-US-100028,James Brown,"Seattle, WA",Paid,Card,USD,62.29,USD,62.29
INV-US-2026-4029,08/03/2026,order_rFy0cNCiahfK81,RCPT-US-100029,Mason Johnson,"Columbus, OH",Paid,Card,USD,28.68,USD,28.68
INV-US-2026-4030,08/15/2026,order_A22zuN5nJSoY7i,RCPT-US-100030,Ethan Taylor,"Denver, CO",Paid,Card,GBP,35.75,USD,45.40
INV-US-2026-4031,08/07/2026,order_tLLMZC1dltFGOC,RCPT-US-100031,Ava Miller,"Columbus, OH",Paid,Card,USD,40.85,USD,40.85
INV-US-2026-4032,08/07/2026,order_VMVTpcGjYNgVyS,RCPT-US-100032,Isabella Thomas,"Seattle, WA",Paid,Ach,USD,21.39,USD,21.39
INV-US-2026-4033,08/18/2026,order_qMxFIPekasVVF7,RCPT-US-100033,Olivia Davis,"Seattle, WA",Paid,Card,USD,40.28,USD,40.28
INV-US-2026-4034,08/19/2026,order_1KLmjzEdCZLy78,RCPT-US-100034,Lucas Taylor,"Portland, OR",Paid,Card,USD,27.18,USD,27.18
INV-US-2026-4035,08/21/2026,order_yCuqyJZ9fmGeWa,RCPT-US-100035,Sophia Davis,"Portland, OR",Paid,Card,USD,89.33,USD,89.33
INV-US-2026-4036,08/14/2026,order_T4l4EPH2cPg3ZD,RCPT-US-100036,Ethan Jones,"Portland, OR",Paid,Card,USD,22.37,USD,22.37
INV-US-2026-4037,08/03/2026,order_yIH4ik8dASPuTB,RCPT-US-100037,Olivia Davis,"Nashville, TN",Paid,Wallet,USD,51.00,USD,51.00
INV-US-2026-4038,08/13/2026,order_DMU12W5eBLo4sj,RCPT-US-100038,James Taylor,"Denver, CO",Paid,Card,USD,24.80,USD,24.80
INV-US-2026-4039,08/11/2026,order_tsMRLuPgqSyRXz,RCPT-US-100039,Olivia Anderson,"Columbus, OH",Paid,Ach,USD,50.30,USD,50.30
INV-US-2026-4040,08/10/2026,order_zkFKSwMPLRujBL,RCPT-US-100040,James Davis,"Austin, TX",Paid,Card,USD,49.43,USD,49.43
INV-US-2026-4041,08/18/2026,order_LmxxKHmbPqcjxQ,RCPT-US-100041,Lucas Thomas,"Chicago, IL",Paid,Ach,USD,51.95,USD,51.95
INV-US-2026-4042,08/18/2026,order_BEH6LkoilyuPnJ,RCPT-US-100042,Mia Garcia,"Phoenix, AZ",Paid,Card,USD,57.89,USD,57.89
INV-US-2026-4043,08/24/2026,order_dXsNt9CIfwwmIJ,RCPT-US-100043,Emma Miller,"Columbus, OH",Paid,Card,USD,34.80,USD,34.80
INV-US-2026-4044,08/05/2026,order_87nNCKZlpDvVks,RCPT-US-100044,Amelia Miller,"Chicago, IL",Paid,Card,USD,102.31,USD,102.31
INV-US-2026-4045,08/02/2026,order_3fNiYaEDsRX8Rn,RCPT-US-100045,Ethan Miller,"Phoenix, AZ",Paid,Card,USD,17.73,USD,17.73
INV-US-2026-4046,08/23/2026,order_qDTZmPfCMJgmIC,RCPT-US-100046,Sophia Martinez,"Seattle, WA",Paid,Card,CAD,53.41,USD,38.99
INV-US-2026-4047,08/18/2026,order_XWnNIC2BvoekAz,RCPT-US-100047,Ethan Thomas,"Boston, MA",Paid,Card,USD,39.76,USD,39.76
INV-US-2026-4048,08/25/2026,order_xKWqtPhFvV6bzJ,RCPT-US-100048,Mia Smith,"Portland, OR",Paid,Card,USD,46.87,USD,46.87
INV-US-2026-4049,08/03/2026,order_Q0q4LpeYnV95XB,RCPT-US-100049,Logan Smith,"Phoenix, AZ",Paid,Card,USD,39.80,USD,39.80
INV-US-2026-4050,08/20/2026,order_OQrOPhA7iZAPjf,RCPT-US-100050,Noah Garcia,"Denver, CO",Paid,Card,USD,42.87,USD,42.87
INV-US-2026-4051,08/11/2026,order_vqifPpPXUtL6gv,RCPT-US-100051,Olivia Davis,"Columbus, OH",Paid,Card,USD,21.43,USD,21.43
INV-US-2026-4052,08/16/2026,order_k1IkaptInv1RzK,RCPT-US-100052,Emma Taylor,"Seattle, WA",Paid,Card,USD,19.00,USD,19.00
INV-US-2026-4053,08/16/2026,order_H3CMSWuizHZV5B,RCPT-US-100053,Amelia Davis,"Seattle, WA",Paid,Wallet,USD,31.60,USD,31.60
INV-US-2026-4054,08/10/2026,order_L1Gj75Q4fbHJU4,RCPT-US-100054,Isabella Anderson,"Seattle, WA",Paid,Ach,USD,24.32,USD,24.32
INV-US-2026-4055,08/13/2026,order_IyM3aeCaWzjZjD,RCPT-US-100055,Emma Jones,"Chicago, IL",Paid,Card,USD,22.51,USD,22.51
INV-US-2026-4056,08/15/2026,order_XAxhQzPy7vfZTz,RCPT-US-100056,Lucas Johnson,"Nashville, TN",Paid,Wallet,EUR,50.41,USD,54.95
INV-US-2026-4057,08/23/2026,order_ocWTRE5pUmGQVN,RCPT-US-100057,Emma Smith,"Seattle, WA",Paid,Ach,USD,24.27,USD,24.27
INV-US-2026-4058,08/22/2026,order_UEwlGlUbe98Ofa,RCPT-US-100058,Olivia Taylor,"Portland, OR",Paid,Card,USD,24.05,USD,24.05
INV-US-2026-4059,08/11/2026,order_k7HH1vsvdbqda1,RCPT-US-100059,Isabella Martinez,"Phoenix, AZ",Paid,Card,USD,37.66,USD,37.66
INV-US-2026-4060,08/02/2026,order_w5fHOL17py8J1H,RCPT-US-100060,Olivia Williams,"Austin, TX",Paid,Card,USD,35.22,USD,35.22
INV-US-2026-4061,08/09/2026,order_PEzf2Dx3j5Ey8J,RCPT-US-100061,Ava Smith,"Boston, MA",Paid,Card,USD,31.47,USD,31.47
INV-US-2026-4062,08/08/2026,order_YA0VsU2o8RqmNs,RCPT-US-100062,Mia Anderson,"Nashville, TN",Paid,Card,USD,14.26,USD,14.26
INV-US-2026-4063,08/09/2026,order_EoRbX0naRdIgH8,RCPT-US-100063,Ethan Thomas,"Portland, OR",Paid,Wallet,USD,56.12,USD,56.12
INV-US-2026-4064,08/19/2026,order_Slcq9RSqsArnPA,RCPT-US-100064,Mason Miller,"Atlanta, GA",Paid,Card,USD,36.37,USD,36.37
INV-US-2026-4065,08/25/2026,order_oJeEXKdgUeqpmD,RCPT-US-100065,Mason Brown,"Columbus, OH",Paid,Card,GBP,22.71,USD,28.84
INV-US-2026-4066,08/02/2026,order_nyv5Qqzuex4Hbd,RCPT-US-100066,Amelia Smith,"Denver, CO",Paid,Card,USD,51.98,USD,51.98
INV-US-2026-4067,08/18/2026,order_xPPladDNlcKjGd,RCPT-US-100067,Lucas Martinez,"Seattle, WA",Paid,Wallet,USD,23.36,USD,23.36
INV-US-2026-4068,08/19/2026,order_ZHfT69ipw2xCYa,RCPT-US-100068,Ethan Johnson,"Portland, OR",Paid,Card,USD,69.82,USD,69.82
INV-US-2026-4069,08/16/2026,order_byeYWpbVcHDT1h,RCPT-US-100069,Ethan Miller,"Columbus, OH",Paid,Wallet,USD,11.35,USD,11.35
INV-US-2026-4070,08/08/2026,order_9msX1TNmwlDULf,RCPT-US-100070,Amelia Johnson,"Chicago, IL",Paid,Card,CAD,29.26,USD,21.36
INV-US-2026-4071,08/09/2026,order_0JySpSDwfDZnFj,RCPT-US-100071,Mia Smith,"Phoenix, AZ",Paid,Wallet,USD,31.11,USD,31.11
INV-US-2026-4072,08/25/2026,order_cU5vuE1H91Wq1j,RCPT-US-100072,Noah Thomas,"Columbus, OH",Paid,Card,USD,19.16,USD,19.16
INV-US-2026-4073,08/07/2026,order_szYgxeGjv2KxlU,RCPT-US-100073,Logan Garcia,"Portland, OR",Paid,Card,EUR,29.79,USD,32.47
INV-US-2026-4074,08/17/2026,order_Ez0QYPtNb6nEjL,RCPT-US-100074,Sophia Johnson,"Chicago, IL",Paid,Card,USD,13.02,USD,13.02
INV-US-2026-4075,08/20/2026,order_PyJNM3ivnWHKwM,RCPT-US-100075,Ava Johnson,"Atlanta, GA",Paid,Card,USD,36.70,USD,36.70
INV-US-2026-4076,08/24/2026,order_03i2InFizuKiwq,RCPT-US-100076,James Miller,"Boston, MA",Paid,Card,AUD,82.02,USD,54.13
INV-US-2026-4077,08/18/2026,order_ET5AG7k9HMXTW3,RCPT-US-100077,James Miller,"Phoenix, AZ",Paid,Card,USD,18.65,USD,18.65
INV-US-2026-4078,08/22/2026,order_sfBj85jFI5TQVO,RCPT-US-100078,Liam Martinez,"Seattle, WA",Paid,Wallet,USD,14.96,USD,14.96
INV-US-2026-4079,08/01/2026,order_9BaCJ1Lsmh2lxw,RCPT-US-100079,Ava Johnson,"Chicago, IL",Paid,Card,USD,40.17,USD,40.17
INV-US-2026-4080,08/08/2026,order_JNQceOy6VLPrpn,RCPT-US-100080,Liam Jones,"Chicago, IL",Paid,Card,USD,70.45,USD,70.45
INV-US-2026-4081,08/17/2026,order_E6E1YIayqyOVyN,RCPT-US-100081,Amelia Smith,"Austin, TX",Paid,Card,USD,32.51,USD,32.51
INV-US-2026-4082,08/13/2026,order_MPIsrP42u48qdX,RCPT-US-100082,Olivia Jones,"Seattle, WA",Paid,Ach,USD,37.03,USD,37.03
INV-US-2026-4083,08/03/2026,order_pOBE6Tw77rgLK9,RCPT-US-100083,Sophia Anderson,"Nashville, TN",Paid,Card,CAD,54.71,USD,39.94
INV-US-2026-4084,08/16/2026,order_bz9fnpEdBLVAKT,RCPT-US-100084,Amelia Anderson,"Columbus, OH",Paid,Card,USD,33.49,USD,33.49
INV-US-2026-4085,08/16/2026,order_54qKdgj6SwK7uU,RCPT-US-100085,Mia Garcia,"Atlanta, GA",Paid,Card,USD,29.54,USD,29.54
INV-US-2026-4086,08/21/2026,order_UfoeDpJBRicDFR,RCPT-US-100086,Lucas Smith,"Atlanta, GA",Paid,Card,USD,9.68,USD,9.68
INV-US-2026-4087,08/21/2026,order_s1czTq6IrPzutR,RCPT-US-100087,Amelia Davis,"Atlanta, GA",Paid,Card,USD,30.60,USD,30.60
INV-US-2026-4088,08/02/2026,order_LnsxwQtnpIvuqD,RCPT-US-100088,Isabella Jones,"Nashville, TN",Paid,Card,USD,18.39,USD,18.39
INV-US-2026-4089,08/16/2026,order_BpRrx8GVV7D6BS,RCPT-US-100089,Lucas Smith,"Boston, MA",Paid,Card,GBP,50.43,USD,64.05
INV-US-2026-4090,08/07/2026,order_h382oiaNa6Pye6,RCPT-US-100090,Mason Davis,"Portland, OR",Paid,Card,AUD,103.12,USD,68.06
INV-US-2026-4091,08/18/2026,order_Ryulu7URxzpCtD,RCPT-US-100091,Mason Johnson,"Nashville, TN",Paid,Wallet,USD,38.95,USD,38.95
INV-US-2026-4092,08/09/2026,order_FtkIPDkeZBYEvZ,RCPT-US-100092,Emma Thomas,"Nashville, TN",Paid,Card,CAD,21.37,USD,15.60
INV-US-2026-4093,08/11/2026,order_qbNcbUNnBa3Tnx,RCPT-US-100093,Logan Miller,"Columbus, OH",Paid,Card,USD,34.90,USD,34.90
INV-US-2026-4094,08/13/2026,order_ZB1aWxbQFnYO3Z,RCPT-US-100094,Sophia Anderson,"Austin, TX",Paid,Card,USD,32.84,USD,32.84
INV-US-2026-4095,08/21/2026,order_lUzug8BRwkVh9f,RCPT-US-100095,Noah Miller,"Seattle, WA",Paid,Card,USD,58.90,USD,58.90
INV-US-2026-4096,08/02/2026,order_WligBiXZqZJyTo,RCPT-US-100096,Liam Smith,"Denver, CO",Paid,Card,USD,9.76,USD,9.76
INV-US-2026-4097,08/21/2026,order_5N2esUBc6zykSm,RCPT-US-100097,Liam Taylor,"Boston, MA",Paid,Card,USD,17.77,USD,17.77
INV-US-2026-4098,08/14/2026,order_D2svEx1ri8lBGU,RCPT-US-100098,Isabella Martinez,"Portland, OR",Paid,Card,USD,31.51,USD,31.51
INV-US-2026-4099,08/04/2026,order_BWPXAP7STQABXT,RCPT-US-100099,Liam Jones,"Seattle, WA",Paid,Ach,USD,17.07,USD,17.07
INV-US-2026-4100,08/04/2026,order_2OSBSTZCpyCndS,RCPT-US-100100,Mia Garcia,"Nashville, TN",Paid,Card,USD,56.63,USD,56.63
INV-US-2026-4101,08/03/2026,order_W9EiHA3JzYtowH,RCPT-US-100101,Isabella Thomas,"Seattle, WA",Paid,Card,USD,17.39,USD,17.39
INV-US-2026-4102,08/24/2026,order_5jhGoLQM0yuOwK,RCPT-US-100102,Lucas Brown,"Austin, TX",Paid,Card,USD,16.60,USD,16.60
INV-US-2026-4103,08/16/2026,order_QYtpLafp9CPlRR,RCPT-US-100103,Noah Williams,"Chicago, IL",Paid,Card,USD,36.82,USD,36.82
INV-US-2026-4104,08/22/2026,order_mXjVYJ8lp6mLNg,RCPT-US-100104,Logan Taylor,"Phoenix, AZ",Paid,Wallet,USD,21.33,USD,21.33
INV-US-2026-4105,08/15/2026,order_0EJRKnC5BP4pYJ,RCPT-US-100105,Amelia Garcia,"Phoenix, AZ",Paid,Card,EUR,19.72,USD,21.49
INV-US-2026-4106,08/02/2026,order_AeTCnBMzV7Ab4y,RCPT-US-100106,Liam Miller,"Boston, MA",Paid,Card,USD,18.01,USD,18.01
INV-US-2026-4107,08/04/2026,order_Hva3rXlmr9k54k,RCPT-US-100107,Noah Miller,"Nashville, TN",Paid,Card,USD,35.37,USD,35.37
INV-US-2026-4108,08/05/2026,order_i2QMYjmVuAHAsA,RCPT-US-100108,Ethan Taylor,"Austin, TX",Paid,Card,USD,22.20,USD,22.20
INV-US-2026-4109,08/23/2026,order_rnJ6yp99MInmKr,RCPT-US-100109,Ethan Thomas,"Chicago, IL",Paid,Card,USD,25.50,USD,25.50
INV-US-2026-4110,08/22/2026,order_BlK2EKiWIFms03,RCPT-US-100110,Ethan Taylor,"Phoenix, AZ",Paid,Card,EUR,45.48,USD,49.57
INV-US-2026-4111,08/02/2026,order_gRDiIXmXrG9yuS,RCPT-US-100111,Isabella Martinez,"Portland, OR",Paid,Wallet,USD,53.36,USD,53.36
INV-US-2026-4112,08/13/2026,order_OwJcpSTXY46NuA,RCPT-US-100112,Liam Williams,"Denver, CO",Paid,Card,USD,18.82,USD,18.82
INV-US-2026-4113,08/24/2026,order_pVeZ56ywN1C6mL,RCPT-US-100113,Mason Brown,"Denver, CO",Paid,Card,USD,31.84,USD,31.84
INV-US-2026-4114,08/06/2026,order_KmvQwPVra3s7uO,RCPT-US-100114,Emma Williams,"Chicago, IL",Paid,Card,INR,5309.87,USD,63.61
INV-US-2026-4115,08/16/2026,order_4ybaPpX6ayXHpQ,RCPT-US-100115,Lucas Thomas,"Seattle, WA",Paid,Card,USD,18.06,USD,18.06
INV-US-2026-4116,08/13/2026,order_wfOG4EWse8MzS7,RCPT-US-100116,Mia Davis,"Austin, TX",Paid,Card,USD,9.04,USD,9.04
INV-US-2026-4117,08/19/2026,order_Xn7w3rkHIVzoFL,RCPT-US-100117,Liam Miller,"Phoenix, AZ",Paid,Card,USD,17.25,USD,17.25
INV-US-2026-4118,08/06/2026,order_5smk0yw0cF0JvD,RCPT-US-100118,Sophia Williams,"Nashville, TN",Paid,Card,USD,67.50,USD,67.50
INV-US-2026-4120,08/18/2026,order_XKbO65F6Ae1I6W,RCPT-US-100120,Mason Davis,"Austin, TX",Paid,Card,USD,35.35,USD,35.35
INV-US-2026-4121,08/12/2026,order_O1WBFUOXHTyIDl,RCPT-US-100121,Liam Johnson,"Boston, MA",Paid,Card,USD,60.82,USD,60.82
INV-US-2026-4122,08/10/2026,order_dT5cE1lrUNF5a3,RCPT-US-100122,Noah Jones,"Atlanta, GA",Paid,Card,EUR,31.20,USD,34.01
INV-US-2026-4123,08/13/2026,order_RiSZ7kiSXBdrCV,RCPT-US-100123,Lucas Miller,"Denver, CO",Paid,Ach,USD,20.62,USD,20.62
INV-US-2026-4124,08/02/2026,order_fGWYwRgYy91s5y,RCPT-US-100124,Ethan Anderson,"Columbus, OH",Paid,Card,USD,32.18,USD,32.18
INV-US-2026-4125,08/02/2026,order_RJ5wwfHvoT04bA,RCPT-US-100125,Mia Miller,"Atlanta, GA",Paid,Ach,USD,73.77,USD,73.77
INV-US-2026-4126,08/14/2026,order_HLVYagehbImT8B,RCPT-US-100126,Emma Davis,"Nashville, TN",Paid,Card,AUD,74.81,USD,49.37
INV-US-2026-4127,08/12/2026,order_R6tleIvWx6gwR9,RCPT-US-100127,Liam Jones,"Chicago, IL",Paid,Card,EUR,36.11,USD,39.36
INV-US-2026-4128,08/24/2026,order_fD5lrc2rMqUsbX,RCPT-US-100128,Olivia Miller,"Portland, OR",Paid,Wallet,USD,51.41,USD,51.41
INV-US-2026-4129,08/07/2026,order_IrzBq3tmLuTnLW,RCPT-US-100129,Logan Smith,"Columbus, OH",Paid,Card,USD,14.10,USD,14.10
INV-US-2026-4130,08/22/2026,order_M2CxmNd55oZtAj,RCPT-US-100130,Noah Johnson,"Denver, CO",Paid,Card,INR,2351.71,USD,28.17
INV-US-2026-4131,08/19/2026,order_a5sSVf2hnRsiWE,RCPT-US-100131,Amelia Jones,"Portland, OR",Paid,Card,AUD,47.39,USD,31.28
INV-US-2026-4132,08/05/2026,order_0EvqBQGNKTdmbU,RCPT-US-100132,Amelia Garcia,"Denver, CO",Paid,Card,USD,15.26,USD,15.26
INV-US-2026-4133,08/03/2026,order_csRCphA7drHVuL,RCPT-US-100133,Mason Martinez,"Columbus, OH",Paid,Card,USD,25.82,USD,25.82
INV-US-2026-4134,08/10/2026,order_9SROFOBJ2BKfla,RCPT-US-100134,Amelia Brown,"Columbus, OH",Paid,Card,INR,2055.30,USD,24.62
INV-US-2026-4135,08/15/2026,order_6G7NifD0X26NEK,RCPT-US-100135,Ava Johnson,"Boston, MA",Paid,Card,USD,38.18,USD,38.18
INV-US-2026-4136,08/14/2026,order_QAijYiPtc8JsfO,RCPT-US-100136,Olivia Davis,"Atlanta, GA",Paid,Ach,USD,32.25,USD,32.25
INV-US-2026-4137,08/03/2026,order_NAPIeFWz2m1eaH,RCPT-US-100137,Noah Williams,"Austin, TX",Paid,Card,USD,47.82,USD,47.82
INV-US-2026-4138,08/21/2026,order_f1uz1NUWMDcwde,RCPT-US-100138,Noah Miller,"Atlanta, GA",Paid,Wallet,USD,18.73,USD,18.73
INV-US-2026-4139,08/25/2026,order_2YdgcyD8yHkna0,RCPT-US-100139,Liam Johnson,"Columbus, OH",Paid,Card,USD,22.68,USD,22.68
INV-US-2026-4140,08/14/2026,order_G2v8IlEQKCNjWa,RCPT-US-100140,Emma Smith,"Portland, OR",Paid,Card,EUR,42.98,USD,46.85
INV-US-2026-4141,08/24/2026,order_HxClnPPEGMxrJ5,RCPT-US-100141,Ava Smith,"Seattle, WA",Paid,Card,USD,18.73,USD,18.73
INV-US-2026-4142,08/08/2026,order_jSh4m0jCrKjyjm,RCPT-US-100142,Noah Johnson,"Atlanta, GA",Paid,Card,USD,18.73,USD,18.73
INV-US-2026-4143,08/01/2026,order_lprmynyeenJSgd,RCPT-US-100143,Mia Johnson,"Phoenix, AZ",Paid,Card,USD,46.90,USD,46.90
INV-US-2026-4144,08/10/2026,order_Ulwt2nOyxbvfm1,RCPT-US-100144,Olivia Taylor,"Columbus, OH",Paid,Card,USD,26.73,USD,26.73
INV-US-2026-4145,08/14/2026,order_Fp2cAjM66cEoyd,RCPT-US-100145,Sophia Jones,"Denver, CO",Paid,Card,USD,47.94,USD,47.94
INV-US-2026-4146,08/16/2026,order_cONcObWm4Rdnoe,RCPT-US-100146,Isabella Taylor,"Columbus, OH",Paid,Card,USD,22.50,USD,22.50
INV-US-2026-4148,08/01/2026,order_7beOMKfwzfROlD,RCPT-US-100148,Liam Garcia,"Columbus, OH",Paid,Card,CAD,16.79,USD,12.26
INV-US-2026-4149,08/04/2026,order_CHFCiBM5QyxlcU,RCPT-US-100149,Mia Martinez,"Chicago, IL",Paid,Card,USD,34.92,USD,34.92
INV-US-2026-4150,08/14/2026,order_fZQHZqx6UsaUEh,RCPT-US-100150,Lucas Garcia,"Austin, TX",Paid,Card,EUR,32.01,USD,34.89
INV-US-2026-4151,08/16/2026,order_hyXjtGffmQwTb8,RCPT-US-100151,Olivia Thomas,"Boston, MA",Paid,Ach,USD,25.54,USD,25.54
INV-US-2026-4152,08/21/2026,order_OBxgxzOdgBzkmL,RCPT-US-100152,Olivia Brown,"Atlanta, GA",Paid,Card,USD,29.99,USD,29.99
INV-US-2026-4153,08/20/2026,order_5jhPlGEqSPonJj,RCPT-US-100153,Emma Williams,"Atlanta, GA",Paid,Card,USD,22.88,USD,22.88
INV-US-2026-4154,08/01/2026,order_N1RaOjzhbXRAzR,RCPT-US-100154,Olivia Taylor,"Atlanta, GA",Paid,Card,USD,18.17,USD,18.17
INV-US-2026-4155,08/21/2026,order_7JcQxDlmlqtlae,RCPT-US-100155,Ethan Jones,"Columbus, OH",Paid,Card,USD,35.58,USD,35.58
INV-US-2026-4156,08/12/2026,order_JvQMHYBohdvsZ0,RCPT-US-100156,Noah Taylor,"Boston, MA",Paid,Card,USD,21.52,USD,21.52
INV-US-2026-4157,08/23/2026,order_ZqFSyyWQtLb7N4,RCPT-US-100157,Sophia Jones,"Portland, OR",Paid,Wallet,USD,32.15,USD,32.15
INV-US-2026-4158,08/14/2026,order_PrnJak9vcPRhT2,RCPT-US-100158,Emma Smith,"Columbus, OH",Paid,Card,AUD,33.40,USD,22.04
INV-US-2026-4159,08/22/2026,order_OLaSsHXBrhww6K,RCPT-US-100159,Mia Davis,"Denver, CO",Paid,Ach,USD,55.52,USD,55.52
INV-US-2026-4160,08/22/2026,order_tEd728QbiIuRmJ,RCPT-US-100160,Sophia Taylor,"Columbus, OH",Paid,Card,USD,16.33,USD,16.33
INV-US-2026-4161,08/10/2026,order_4Ti8Dizr4Gkbyn,RCPT-US-100161,Sophia Taylor,"Chicago, IL",Paid,Card,USD,29.29,USD,29.29
INV-US-2026-4162,08/16/2026,order_cBsdKR5jsuJ3Fg,RCPT-US-100162,Logan Smith,"Phoenix, AZ",Paid,Card,USD,23.75,USD,23.75
INV-US-2026-4163,08/10/2026,order_L3gLdNKdRfL3KU,RCPT-US-100163,Mia Taylor,"Portland, OR",Paid,Card,USD,13.64,USD,13.64
INV-US-2026-4164,08/05/2026,order_rnLowEXuukHoCY,RCPT-US-100164,Olivia Miller,"Chicago, IL",Paid,Card,USD,29.54,USD,29.54
INV-US-2026-4165,08/16/2026,order_6Hk0Fkvvpk12wc,RCPT-US-100165,Mason Davis,"Seattle, WA",Paid,Card,USD,13.20,USD,13.20
INV-US-2026-4166,08/11/2026,order_Kqtc9N2RX6vSjF,RCPT-US-100166,Lucas Williams,"Denver, CO",Paid,Wallet,USD,67.87,USD,67.87
INV-US-2026-4167,08/15/2026,order_hFTIOjJkeQXelr,RCPT-US-100167,Noah Garcia,"Chicago, IL",Paid,Card,USD,16.11,USD,16.11
INV-US-2026-4168,08/20/2026,order_w6hz2ifVXUDPHY,RCPT-US-100168,Mason Jones,"Portland, OR",Paid,Card,USD,15.70,USD,15.70
INV-US-2026-4169,08/07/2026,order_yK8o6xhWFSxHgE,RCPT-US-100169,Logan Davis,"Phoenix, AZ",Paid,Wallet,INR,1473.54,USD,17.65
