Invoice Number,Invoice Date,Order ID,Reference Number,Customer Name,Place of Supply,Invoice Status,Payment Mode,Presentment Currency,Presentment Amount,Currency,Total
INV-US-2026-4017,08/22/2026,order_dE0g9cRYN687NE,RCPT-US-100017,Ava Williams,"Phoenix, AZ",Paid,Card,USD,13.15,USD,13.15
INV-US-2026-4018,08/17/2026,order_1VAUwV1ZH87MtA,RCPT-US-100018,Ava Johnson,"Portland, OR",Paid,Card,USD,3.23,USD,3.23
INV-US-2026-4019,08/19/2026,order_MxXy9b4BzwoZ64,RCPT-US-100019,Ethan Brown,"Denver, CO",Paid,Wallet,USD,11.18,USD,11.18
INV-US-2026-4020,08/06/2026,order_fjOc6VwcbIjMPF,RCPT-US-100020,Emma Garcia,"Atlanta, GA",Paid,Card,USD,9.82,USD,9.82
INV-US-2026-4021,08/07/2026,order_Irghoy32NFR5PY,RCPT-US-100021,Sophia Miller,"Atlanta, GA",Paid,Ach,USD,2.14,USD,2.14
INV-US-2026-4022,08/01/2026,order_JhrG80usp2w5dF,RCPT-US-100022,Lucas Williams,"Chicago, IL",Paid,Card,USD,18.63,USD,18.63
INV-US-2026-4023,08/02/2026,order_mAAiTdR9Up14Pe,RCPT-US-100023,Mason Thomas,"Atlanta, GA",Paid,Card,CAD,3.48,USD,2.54
INV-US-2026-4024,08/02/2026,order_G8nfnL5Ofa6qD8,RCPT-US-100024,Emma Smith,"Phoenix, AZ",Paid,Card,USD,10.41,USD,10.41
INV-US-2026-4025,08/02/2026,order_TquY1XVcKGAFRF,RCPT-US-100025,Mason Garcia,"Atlanta, GA",Paid,Card,USD,11.48,USD,11.48
INV-US-2026-4026,08/14/2026,order_6DQMvE5mVXRV99,RCPT-US-100026,Noah Jones,"Austin, TX",Paid,Card,USD,5.86,USD,5.86
INV-US-2026-4027,08/20/2026,order_I7fLAz7vT0sxJm,RCPT-US-100027,Ava Anderson,"Denver, CO",Paid,Card,USD,9.30,USD,9.30
INV-US-2026-4028,08/13/2026,order_Iadn5rPvi2xqwH,RCPT-US-100028,Ava Jones,"Atlanta, GA",Paid,Card,EUR,4.88,USD,5.32
INV-US-2026-4029,08/08/2026,order_GAe40O1c6XC4SO,RCPT-US-100029,Olivia Garcia,"Columbus, OH",Paid,Card,USD,11.99,USD,11.99
INV-US-2026-4031,08/16/2026,order_k4WaaB3xzXpMZu,RCPT-US-100031,Liam Miller,"Denver, CO",Paid,Card,USD,10.38,USD,10.38
INV-US-2026-4032,08/13/2026,order_7EGYfwzy9zMTI1,RCPT-US-100032,James Anderson,"Portland, OR",Paid,Card,USD,12.58,USD,12.58
INV-US-2026-4032-DUP,08/13/2026,order_7EGYfwzy9zMTI1,RCPT-US-100032,James Anderson,"Portland, OR",Paid,Card,USD,12.58,USD,12.58
INV-US-2026-4033,08/03/2026,order_KYWHJPu05MC4j1,RCPT-US-100033,Olivia Miller,"Phoenix, AZ",Paid,Card,USD,12.68,USD,12.68
INV-US-2026-4034,08/21/2026,order_LzeZGEIWbXFzcg,RCPT-US-100034,Logan Williams,"Denver, CO",Paid,Card,USD,11.03,USD,11.03
INV-US-2026-4035,08/11/2026,order_z6yKryu7OE1Wnw,RCPT-US-100035,Amelia Davis,"Seattle, WA",Paid,Card,AUD,30.86,USD,20.37
INV-US-2026-4036,08/16/2026,order_Do2X93cjhls45G,RCPT-US-100036,Noah Miller,"Boston, MA",Paid,Card,USD,10.27,USD,10.27
INV-US-2026-4037,08/12/2026,order_AvCOJSnobagX5D,RCPT-US-100037,James Smith,"Austin, TX",Paid,Card,USD,12.77,USD,12.77
INV-US-2026-4038,08/10/2026,order_qyRZzQ9ADp0j5W,RCPT-US-100038,Emma Williams,"Austin, TX",Paid,Card,USD,5.50,USD,5.50
INV-US-2026-4039,08/07/2026,order_iAY2bv6dFvpcLO,RCPT-US-100039,Logan Smith,"Denver, CO",Paid,Card,USD,7.36,USD,7.36
INV-US-2026-4040,08/24/2026,order_AKQ5P1vM8Kv6UM,RCPT-US-100040,Ava Anderson,"Chicago, IL",Paid,Wallet,USD,24.65,USD,24.65
INV-US-2026-4041,08/21/2026,order_yNZnlEk6KJCBHG,RCPT-US-100041,Liam Thomas,"Austin, TX",Paid,Wallet,USD,14.50,USD,14.50
INV-US-2026-4042,08/18/2026,order_oSeGIGywpNSUVb,RCPT-US-100042,Noah Smith,"Boston, MA",Paid,Card,USD,37.95,USD,37.95
INV-US-2026-4043,08/25/2026,order_0Fk0SKbAhMSwwD,RCPT-US-100043,Sophia Thomas,"Seattle, WA",Paid,Card,USD,5.26,USD,5.26
INV-US-2026-4044,08/19/2026,order_UWGZ7Z54vFb4pB,RCPT-US-100044,Mason Martinez,"Columbus, OH",Paid,Card,USD,19.99,USD,19.99
INV-US-2026-4045,08/21/2026,order_csxQlOIVdp4sPg,RCPT-US-100045,Mia Williams,"Chicago, IL",Paid,Card,USD,27.79,USD,27.79
INV-US-2026-4046,08/20/2026,order_MGo6GRN4YdCAZ2,RCPT-US-100046,Sophia Smith,"Seattle, WA",Paid,Card,USD,20.19,USD,20.19
INV-US-2026-4047,08/24/2026,order_xpsl2OrLpHdbUQ,RCPT-US-100047,Olivia Miller,"Chicago, IL",Paid,Ach,USD,49.98,USD,49.98
INV-US-2026-4048,08/23/2026,order_Kty88MhWG2kdiN,RCPT-US-100048,Ethan Garcia,"Portland, OR",Paid,Card,USD,9.77,USD,9.77
INV-US-2026-4049,08/15/2026,order_rWlQGOTvZ89hOz,RCPT-US-100049,Liam Williams,"Denver, CO",Paid,Card,USD,11.14,USD,11.14
INV-US-2026-4050,08/21/2026,order_tYrQbrLeAzuzRW,RCPT-US-100050,Sophia Davis,"Portland, OR",Paid,Card,USD,12.57,USD,12.57
INV-US-2026-4051,08/03/2026,order_qAN8EpSQmGlJ2O,RCPT-US-100051,Lucas Williams,"Chicago, IL",Paid,Card,USD,8.07,USD,8.07
INV-US-2026-4052,08/18/2026,order_QaO0IefjDed5Js,RCPT-US-100052,Ethan Anderson,"Austin, TX",Paid,Card,AUD,22.03,USD,14.54
INV-US-2026-4053,08/06/2026,order_Crv7VzGgefw5JC,RCPT-US-100053,Ava Johnson,"Boston, MA",Paid,Card,USD,10.60,USD,10.60
INV-US-2026-4054,08/25/2026,order_WNpfyHVMUtTIlo,RCPT-US-100054,James Miller,"Columbus, OH",Paid,Ach,USD,12.87,USD,12.87
INV-US-2026-4055,08/18/2026,order_ssm4rFNCqodowL,RCPT-US-100055,Mason Johnson,"Austin, TX",Paid,Card,EUR,19.18,USD,20.91
INV-US-2026-4056,08/05/2026,order_aks6ZcEArYml8q,RCPT-US-100056,Ethan Johnson,"Denver, CO",Paid,Card,USD,8.99,USD,8.99
INV-US-2026-4057,08/07/2026,order_uvL7DXxvts2Juw,RCPT-US-100057,Logan Jones,"Austin, TX",Paid,Card,USD,19.94,USD,19.94
INV-US-2026-4058,08/01/2026,order_erKJ9zHX9pKoza,RCPT-US-100058,Lucas Davis,"Atlanta, GA",Paid,Wallet,USD,7.09,USD,7.09
INV-US-2026-4059,08/19/2026,order_YrYmx5OzcSsAUQ,RCPT-US-100059,Noah Williams,"Phoenix, AZ",Paid,Card,USD,7.35,USD,7.35
INV-US-2026-4060,08/18/2026,order_lwAyYdiFizWxEO,RCPT-US-100060,Ethan Jones,"Columbus, OH",Paid,Wallet,USD,21.19,USD,21.19
INV-US-2026-4061,08/11/2026,order_7fX3GXodyFJUmB,RCPT-US-100061,James Brown,"Phoenix, AZ",Paid,Card,USD,16.22,USD,16.22
INV-US-2026-4062,08/19/2026,order_jX3tdf8265E3mo,RCPT-US-100062,Olivia Jones,"Boston, MA",Paid,Wallet,USD,18.78,USD,18.78
INV-US-2026-4063,08/21/2026,order_5B16DQygtvpweD,RCPT-US-100063,Emma Taylor,"Atlanta, GA",Paid,Card,USD,15.99,USD,15.99
INV-US-2026-4064,08/15/2026,order_K71OE7n3X4vIxc,RCPT-US-100064,Logan Johnson,"Nashville, TN",Paid,Card,USD,10.85,USD,10.85
INV-US-2026-4065,08/11/2026,order_PJBRk1SVzKQfGU,RCPT-US-100065,Logan Taylor,"Chicago, IL",Paid,Card,USD,14.98,USD,14.98
INV-US-2026-4066,08/10/2026,order_oBczgVgIcAy18h,RCPT-US-100066,Ava Miller,"Austin, TX",Paid,Ach,USD,20.60,USD,20.60
INV-US-2026-4067,08/07/2026,order_NInqtozMlTMAEs,RCPT-US-100067,Ethan Garcia,"Boston, MA",Paid,Card,USD,9.79,USD,9.79
INV-US-2026-4068,08/21/2026,order_7c9hEHWtP0136U,RCPT-US-100068,Noah Johnson,"Nashville, TN",Paid,Card,USD,11.29,USD,11.29
INV-US-2026-4069,08/01/2026,order_QB1mokdhPscGW3,RCPT-US-100069,Noah Johnson,"Nashville, TN",Paid,Card,EUR,7.48,USD,8.15
INV-US-2026-4070,08/17/2026,order_hCZ8DxXVZP1Vtb,RCPT-US-100070,Amelia Martinez,"Austin, TX",Paid,Card,GBP,5.83,USD,7.40
INV-US-2026-4071,08/05/2026,order_Zx7doCz44CC3pn,RCPT-US-100071,Isabella Johnson,"Atlanta, GA",Paid,Card,USD,9.84,USD,9.84
INV-US-2026-4072,08/01/2026,order_HgI4S6akSRPvFv,RCPT-US-100072,Amelia Davis,"Phoenix, AZ",Paid,Wallet,USD,8.18,USD,8.18
INV-US-2026-4073,08/08/2026,order_7WK38PUjUfRS4N,RCPT-US-100073,Ethan Johnson,"Phoenix, AZ",Paid,Card,USD,24.84,USD,24.84
INV-US-2026-4074,08/12/2026,order_2R01hGv2v7weRy,RCPT-US-100074,Amelia Johnson,"Austin, TX",Paid,Card,USD,4.43,USD,4.43
INV-US-2026-4075,08/18/2026,order_WSWZhjmYpUAyv2,RCPT-US-100075,Noah Williams,"Columbus, OH",Paid,Card,USD,15.78,USD,15.78
INV-US-2026-4076,08/05/2026,order_T6ixTinbh0hurb,RCPT-US-100076,Isabella Taylor,"Boston, MA",Paid,Card,USD,13.90,USD,13.90
INV-US-2026-4077,08/01/2026,order_v0FKXUXE0TgLHp,RCPT-US-100077,Logan Williams,"Columbus, OH",Paid,Card,CAD,9.48,USD,6.92
INV-US-2026-4078,08/17/2026,order_A6TZ1GlAqBMLfx,RCPT-US-100078,Noah Taylor,"Columbus, OH",Paid,Wallet,USD,22.59,USD,22.59
INV-US-2026-4079,08/05/2026,order_pArxlUJtPWRKCR,RCPT-US-100079,Emma Davis,"Phoenix, AZ",Paid,Card,GBP,11.76,USD,14.94
INV-US-2026-4080,08/02/2026,order_mQ94f8EPrYrtlO,RCPT-US-100080,James Brown,"Denver, CO",Paid,Card,USD,13.35,USD,13.35
INV-US-2026-4081,08/12/2026,order_WjPYMdSWPbCRqB,RCPT-US-100081,Mia Williams,"Denver, CO",Paid,Card,USD,11.62,USD,11.62
INV-US-2026-4082,08/18/2026,order_2crI8tQm5clXiP,RCPT-US-100082,Amelia Johnson,"Columbus, OH",Paid,Card,USD,19.26,USD,19.26
INV-US-2026-4083,08/09/2026,order_Mq5GEj6XzgwTME,RCPT-US-100083,Olivia Brown,"Atlanta, GA",Paid,Ach,USD,4.34,USD,4.34
INV-US-2026-4084,08/23/2026,order_tsdP2ZW5oGLSHR,RCPT-US-100084,Mason Smith,"Phoenix, AZ",Paid,Card,USD,4.83,USD,4.83
INV-US-2026-4085,08/07/2026,order_7AH1wxpS5C42lm,RCPT-US-100085,James Garcia,"Chicago, IL",Paid,Card,USD,13.26,USD,13.26
INV-US-2026-4086,08/12/2026,order_1oocgDrsNbrg27,RCPT-US-100086,James Thomas,"Columbus, OH",Paid,Card,USD,5.04,USD,5.04
INV-US-2026-4087,08/18/2026,order_ePtPAgscI7pWsT,RCPT-US-100087,Logan Johnson,"Columbus, OH",Paid,Card,USD,20.39,USD,20.39
INV-US-2026-4088,08/06/2026,order_9HKUcdkXSKjECA,RCPT-US-100088,Mia Thomas,"Boston, MA",Paid,Card,USD,15.25,USD,15.25
INV-US-2026-4089,08/19/2026,order_PFIvBBxZ1JSXL9,RCPT-US-100089,Lucas Thomas,"Atlanta, GA",Paid,Card,USD,6.55,USD,6.55
INV-US-2026-4090,08/11/2026,order_NfbfuKTmloFJsO,RCPT-US-100090,Olivia Smith,"Nashville, TN",Paid,Card,USD,11.45,USD,11.45
INV-US-2026-4091,08/07/2026,order_90L5uKYSAczkrW,RCPT-US-100091,Ethan Garcia,"Columbus, OH",Paid,Card,USD,15.18,USD,15.18
INV-US-2026-4092,08/18/2026,order_qpIT3Vh4oB2MOr,RCPT-US-100092,Mia Johnson,"Seattle, WA",Paid,Ach,USD,49.97,USD,49.97
INV-US-2026-4093,08/22/2026,order_31QpGMhqQtfOjd,RCPT-US-100093,Amelia Miller,"Denver, CO",Paid,Card,USD,8.60,USD,8.60
INV-US-2026-4094,08/05/2026,order_XxnDZPDXCAsm9N,RCPT-US-100094,Mason Johnson,"Phoenix, AZ",Paid,Card,USD,11.14,USD,11.14
INV-US-2026-4095,08/07/2026,order_vh8WufC0mWGWjU,RCPT-US-100095,Olivia Smith,"Chicago, IL",Paid,Wallet,USD,8.18,USD,8.18
INV-US-2026-4096,08/07/2026,order_iswzR8cABVJfge,RCPT-US-100096,Liam Anderson,"Phoenix, AZ",Paid,Card,USD,4.10,USD,4.10
INV-US-2026-4097,08/13/2026,order_nCNK0XudVkdY7W,RCPT-US-100097,Ava Anderson,"Nashville, TN",Paid,Wallet,USD,16.27,USD,16.27
INV-US-2026-4098,08/01/2026,order_sC6j5xG3Mxboko,RCPT-US-100098,Lucas Jones,"Chicago, IL",Paid,Ach,USD,5.70,USD,5.70
INV-US-2026-4099,08/05/2026,order_gX5PzPWJINA43q,RCPT-US-100099,Isabella Jones,"Seattle, WA",Paid,Card,USD,6.45,USD,6.45
INV-US-2026-4100,08/05/2026,order_37E1fU5LR5QiBw,RCPT-US-100100,Mia Smith,"Chicago, IL",Paid,Card,USD,2.88,USD,2.88
INV-US-2026-4101,08/20/2026,order_3vBpfZnrzVLD3a,RCPT-US-100101,Lucas Davis,"Phoenix, AZ",Paid,Card,USD,7.03,USD,7.03
INV-US-2026-4102,08/15/2026,order_Wirl3jJqmkVOvn,RCPT-US-100102,Lucas Taylor,"Atlanta, GA",Paid,Card,USD,8.19,USD,8.19
INV-US-2026-4103,08/18/2026,order_wF7BnIHDigNjxL,RCPT-US-100103,Amelia Thomas,"Seattle, WA",Paid,Card,USD,7.16,USD,7.16
INV-US-2026-4104,08/12/2026,order_Zr3WDOkYa66Y8q,RCPT-US-100104,Noah Thomas,"Portland, OR",Paid,Card,USD,4.69,USD,4.69
INV-US-2026-4105,08/12/2026,order_0TSFVAf35PKUrn,RCPT-US-100105,Isabella Smith,"Chicago, IL",Paid,Ach,USD,11.06,USD,11.06
INV-US-2026-4106,08/24/2026,order_vWGwKdrZFaVp6q,RCPT-US-100106,Ava Smith,"Phoenix, AZ",Paid,Ach,USD,14.11,USD,14.11
INV-US-2026-4107,08/21/2026,order_hbALOriJovigHh,RCPT-US-100107,Amelia Brown,"Denver, CO",Paid,Card,USD,8.25,USD,8.25
INV-US-2026-4108,08/06/2026,order_vtRZbUiaYJYwY4,RCPT-US-100108,Emma Anderson,"Columbus, OH",Paid,Card,USD,11.70,USD,11.70
INV-US-2026-4109,08/09/2026,order_cjqUdkAevp2egV,RCPT-US-100109,Amelia Taylor,"Portland, OR",Paid,Card,USD,13.13,USD,13.13
INV-US-2026-4110,08/03/2026,order_kOJE7whXhNhK0X,RCPT-US-100110,Amelia Taylor,"Nashville, TN",Paid,Card,USD,12.24,USD,12.24
INV-US-2026-4111,08/21/2026,order_cqFRZScsHcoeuz,RCPT-US-100111,Logan Williams,"Boston, MA",Paid,Card,USD,8.95,USD,8.95
INV-US-2026-4112,08/22/2026,order_Fhof2FMIb9ySnx,RCPT-US-100112,Ava Smith,"Atlanta, GA",Paid,Card,USD,10.12,USD,10.12
INV-US-2026-4113,08/14/2026,order_V3EFwcYZhaf75p,RCPT-US-100113,James Johnson,"Phoenix, AZ",Paid,Ach,USD,11.88,USD,11.88
INV-US-2026-4114,08/15/2026,order_jVxYxdHFO2Ek0A,RCPT-US-100114,Isabella Davis,"Austin, TX",Paid,Card,USD,12.14,USD,12.14
INV-US-2026-4115,08/07/2026,order_hQFUYQq2TjZg4a,RCPT-US-100115,Emma Miller,"Portland, OR",Paid,Card,INR,1140.51,USD,13.66
INV-US-2026-4116,08/09/2026,order_iEa8k0UCROycSM,RCPT-US-100116,Mia Davis,"Chicago, IL",Paid,Card,USD,4.93,USD,4.93
INV-US-2026-4117,08/02/2026,order_KfOrurvSzNi1KJ,RCPT-US-100117,Ethan Johnson,"Nashville, TN",Paid,Ach,USD,3.52,USD,3.52
INV-US-2026-4118,08/03/2026,order_tjuJT6QUj1NJ8z,RCPT-US-100118,Mason Williams,"Atlanta, GA",Paid,Card,USD,9.22,USD,9.22
INV-US-2026-4119,08/18/2026,order_ESfWBwyf476FMf,RCPT-US-100119,Liam Davis,"Atlanta, GA",Paid,Card,USD,5.89,USD,5.89
INV-US-2026-4120,08/25/2026,order_XLHy1TzEujdGvj,RCPT-US-100120,Sophia Smith,"Austin, TX",Paid,Card,USD,24.34,USD,24.34
INV-US-2026-4121,08/06/2026,order_UdPKkiCgQX8MSZ,RCPT-US-100121,Mia Martinez,"Columbus, OH",Paid,Card,EUR,12.13,USD,13.22
INV-US-2026-4122,08/04/2026,order_k4HFqlNOPmxygt,RCPT-US-100122,Amelia Brown,"Denver, CO",Paid,Wallet,USD,13.42,USD,13.42
INV-US-2026-4123,08/04/2026,order_CFyPJugrKJzWxI,RCPT-US-100123,Mia Johnson,"Austin, TX",Paid,Card,USD,5.17,USD,5.17
INV-US-2026-4124,08/16/2026,order_xvfIQ1s7T5Dvd1,RCPT-US-100124,Mason Taylor,"Columbus, OH",Paid,Card,USD,23.07,USD,23.07
INV-US-2026-4125,08/19/2026,order_4tDZqyZyorx8V0,RCPT-US-100125,Olivia Brown,"Boston, MA",Paid,Wallet,CAD,21.67,USD,15.82
INV-US-2026-4126,08/14/2026,order_CSVFRLs4caqizP,RCPT-US-100126,Amelia Williams,"Portland, OR",Paid,Card,USD,14.69,USD,14.69
INV-US-2026-4127,08/05/2026,order_hAA2LG8PdkzqQv,RCPT-US-100127,Liam Jones,"Portland, OR",Paid,Card,USD,11.33,USD,11.33
INV-US-2026-4128,08/20/2026,order_YcTwg5JumvdC8U,RCPT-US-100128,Liam Brown,"Phoenix, AZ",Paid,Card,USD,7.98,USD,7.98
INV-US-2026-4129,08/17/2026,order_f9tXs5RUK1kf0D,RCPT-US-100129,Emma Martinez,"Austin, TX",Paid,Card,USD,26.70,USD,26.70
INV-US-2026-4130,08/24/2026,order_GrQXZUYy9eRHN7,RCPT-US-100130,Logan Williams,"Boston, MA",Paid,Card,USD,2.81,USD,2.81
INV-US-2026-4131,08/13/2026,order_4jGwmr1a1ztH7T,RCPT-US-100131,Lucas Miller,"Portland, OR",Paid,Card,USD,4.78,USD,4.78
INV-US-2026-4132,08/24/2026,order_aEgA2kqPkbZNku,RCPT-US-100132,Emma Taylor,"Chicago, IL",Paid,Card,USD,5.90,USD,5.90
INV-US-2026-4133,08/10/2026,order_Exmm0gRmN5OTGX,RCPT-US-100133,Lucas Johnson,"Boston, MA",Paid,Ach,USD,30.70,USD,30.70
INV-US-2026-4134,08/02/2026,order_S1zkitBOxLBzgR,RCPT-US-100134,Mia Johnson,"Phoenix, AZ",Paid,Card,USD,32.72,USD,32.72
INV-US-2026-4135,08/13/2026,order_r4tndMVnMHZKSw,RCPT-US-100135,Lucas Brown,"Chicago, IL",Paid,Card,USD,14.51,USD,14.51
INV-US-2026-4136,08/07/2026,order_WoKkoUWTGCvLsW,RCPT-US-100136,Ava Johnson,"Seattle, WA",Paid,Card,USD,10.77,USD,10.77
INV-US-2026-4137,08/16/2026,order_86MtR80hbxuuYK,RCPT-US-100137,Liam Williams,"Austin, TX",Paid,Wallet,USD,2.55,USD,2.55
INV-US-2026-4138,08/24/2026,order_N5WY4GGl4I8Mcd,RCPT-US-100138,Isabella Thomas,"Austin, TX",Paid,Card,EUR,8.66,USD,9.44
INV-US-2026-4139,08/06/2026,order_4OAZkyv0OovvpC,RCPT-US-100139,James Davis,"Austin, TX",Paid,Card,USD,11.45,USD,11.45
INV-US-2026-4140,08/08/2026,order_ngUGgy94Y64AE2,RCPT-US-100140,Mia Smith,"Columbus, OH",Paid,Card,USD,6.37,USD,6.37
INV-US-2026-4141,08/15/2026,order_rGFuP242GFXRTT,RCPT-US-100141,Isabella Anderson,"Boston, MA",Paid,Card,USD,8.21,USD,8.21
INV-US-2026-4142,08/01/2026,order_DtuBqrI26bz4DL,RCPT-US-100142,Noah Jones,"Boston, MA",Paid,Card,USD,11.51,USD,11.51
INV-US-2026-4143,08/25/2026,order_P4VyFiKGC02Ubo,RCPT-US-100143,Olivia Martinez,"Denver, CO",Paid,Ach,USD,7.27,USD,7.27
INV-US-2026-4144,08/06/2026,order_LncnrKs8vSwZPV,RCPT-US-100144,Isabella Taylor,"Phoenix, AZ",Paid,Card,USD,11.48,USD,11.48
INV-US-2026-4145,08/03/2026,order_R6xcL5GQTZassL,RCPT-US-100145,Amelia Brown,"Austin, TX",Paid,Card,USD,41.97,USD,41.97
INV-US-2026-4146,08/08/2026,order_G1DYQpFklODESA,RCPT-US-100146,Ethan Thomas,"Seattle, WA",Paid,Card,USD,7.15,USD,7.15
INV-US-2026-4147,08/24/2026,order_wY2XPp5eQ3ADGq,RCPT-US-100147,Sophia Davis,"Nashville, TN",Paid,Card,USD,22.64,USD,22.64
INV-US-2026-4148,08/15/2026,order_EgOevNkn3972YH,RCPT-US-100148,Ethan Williams,"Columbus, OH",Paid,Card,USD,2.84,USD,2.84
INV-US-2026-4149,08/07/2026,order_eeQLgAopzg5Bpe,RCPT-US-100149,Lucas Davis,"Phoenix, AZ",Paid,Card,USD,12.50,USD,12.50
INV-US-2026-4150,08/12/2026,order_N2CScI1MTvUlM8,RCPT-US-100150,James Taylor,"Seattle, WA",Paid,Ach,USD,27.83,USD,27.83
INV-US-2026-4151,08/07/2026,order_KP01AJmzQmdejj,RCPT-US-100151,Emma Martinez,"Denver, CO",Paid,Card,USD,7.90,USD,7.90
INV-US-2026-4152,08/14/2026,order_J9vR98taGDb60G,RCPT-US-100152,Noah Williams,"Seattle, WA",Paid,Card,USD,3.69,USD,3.69
INV-US-2026-4153,08/17/2026,order_bEl5QkYL3s9QpP,RCPT-US-100153,Mia Thomas,"Austin, TX",Paid,Card,USD,5.96,USD,5.96
INV-US-2026-4154,08/16/2026,order_5vOXvtXYqfxXIO,RCPT-US-100154,James Martinez,"Seattle, WA",Paid,Card,USD,6.58,USD,6.58
INV-US-2026-4155,08/20/2026,order_ZXH9oxS1jpNoPt,RCPT-US-100155,Logan Jones,"Seattle, WA",Paid,Card,USD,13.24,USD,13.24
INV-US-2026-4156,08/20/2026,order_OLQ5tyPBBHF7FM,RCPT-US-100156,Ethan Garcia,"Boston, MA",Paid,Card,USD,37.53,USD,37.53
INV-US-2026-4157,08/24/2026,order_m7jzDwJ1sbYStB,RCPT-US-100157,Olivia Johnson,"Phoenix, AZ",Paid,Card,EUR,14.79,USD,16.12
INV-US-2026-4158,08/05/2026,order_QgbhiVuDBOuBOg,RCPT-US-100158,Liam Brown,"Atlanta, GA",Paid,Card,USD,12.30,USD,12.30
INV-US-2026-4159,08/09/2026,order_PJL7o4PdBMUHyg,RCPT-US-100159,Ethan Jones,"Denver, CO",Paid,Card,USD,7.22,USD,7.22
INV-US-2026-4160,08/03/2026,order_7RIC286jIEdrnC,RCPT-US-100160,Mason Martinez,"Denver, CO",Paid,Card,AUD,18.65,USD,12.31
INV-US-2026-4161,08/05/2026,order_aKPLYwzbtVXH5P,RCPT-US-100161,Mia Thomas,"Portland, OR",Paid,Card,USD,18.45,USD,18.45
INV-US-2026-4162,08/06/2026,order_0sJ2nUULuv2VrM,RCPT-US-100162,Amelia Brown,"Phoenix, AZ",Paid,Card,USD,8.95,USD,8.95
INV-US-2026-4163,08/25/2026,order_OA6rawox4kw6P0,RCPT-US-100163,Lucas Williams,"Atlanta, GA",Paid,Card,CAD,5.93,USD,4.33
INV-US-2026-4164,08/21/2026,order_rip6Dy31jd8Vey,RCPT-US-100164,Ava Brown,"Denver, CO",Paid,Card,USD,11.69,USD,11.69
INV-US-2026-4165,08/11/2026,order_Too45keU5Wu1Tv,RCPT-US-100165,Isabella Johnson,"Phoenix, AZ",Paid,Wallet,CAD,39.61,USD,28.92
INV-US-2026-4166,08/17/2026,order_hS0gyvWGOyvmzD,RCPT-US-100166,Mason Taylor,"Denver, CO",Paid,Card,GBP,10.25,USD,13.02
