Invoice Number;Invoice Date;Order ID;Reference Number;Customer Name;Place of Supply;Invoice Status;Payment Mode;Presentment Currency;Presentment Amount;Currency;Total
INV-EU-2026-4058;15.08.2026;order_WLbBAZgDZGU8i1;RCPT-EU-100058;Emilia Meyer;Munich;Paid;Card;EUR;6.29;EUR;6.29
INV-EU-2026-4059;04.08.2026;order_xWhAJuoqY6pDNn;RCPT-EU-100059;Sophie Schmidt;Milan;Paid;Card;EUR;10.11;EUR;10.11
INV-EU-2026-4060;15.08.2026;order_JidVQvnUMvejZD;RCPT-EU-100060;Mila Schneider;Lisbon;Paid;Card;EUR;3.38;EUR;3.38
INV-EU-2026-4061;05.08.2026;order_A3bMfR9pPEGjcy;RCPT-EU-100061;Mila Schmidt;Cologne;Paid;Ideal;EUR;7.29;EUR;7.29
INV-EU-2026-4062;25.08.2026;order_rnd5fEFpNioU49;RCPT-EU-100062;Ida Wagner;Berlin;Paid;Wallet;GBP;7.77;EUR;9.05
INV-EU-2026-4063;23.08.2026;order_HQ8WnnWTMAEsNv;RCPT-EU-100063;Hanna Andersen;Frankfurt;Paid;Sepa;EUR;4.61;EUR;4.61
INV-EU-2026-4064;03.08.2026;order_2FrpdO7eYMvamO;RCPT-EU-100064;Ida Meyer;Rotterdam;Paid;Card;EUR;3.49;EUR;3.49
INV-EU-2026-4065;22.08.2026;order_G042xlGiqGd5NF;RCPT-EU-100065;Lukas Meyer;Berlin;Paid;Sepa;EUR;11.84;EUR;11.84
INV-EU-2026-4066;22.08.2026;order_Zb1OpisHDEdpZy;RCPT-EU-100066;Finn Jansen;Vienna;Paid;Wallet;EUR;16.83;EUR;16.83
INV-EU-2026-4067;17.08.2026;order_4HbdJBX3X8154B;RCPT-EU-100067;Ida de Vries;Antwerp;Paid;Sepa;EUR;3.14;EUR;3.14
INV-EU-2026-4068;04.08.2026;order_cKjGdI25Gz2gJJ;RCPT-EU-100068;Sophie Wagner;Berlin;Paid;Card;EUR;5.57;EUR;5.57
INV-EU-2026-4069;04.08.2026;order_CYaTFNQiHq6aV5;RCPT-EU-100069;Elias Bakker;Antwerp;Paid;Sepa;EUR;6.53;EUR;6.53
INV-EU-2026-4070;04.08.2026;order_YjUZ0OrGtXCUXe;RCPT-EU-100070;Lena Wagner;Dublin;Paid;Card;EUR;7.05;EUR;7.05
INV-EU-2026-4071;01.08.2026;order_WD2FNQlRzy8bp3;RCPT-EU-100071;Sophie Schmidt;Frankfurt;Paid;Card;EUR;15.77;EUR;15.77
INV-EU-2026-4072;09.08.2026;order_wNliA0veaVro66;RCPT-EU-100072;Sanne Rossi;Hamburg;Paid;Card;EUR;9.65;EUR;9.65
INV-EU-2026-4073;15.08.2026;order_sHZTs9pjH73NGa;RCPT-EU-100073;Elias Schmidt;Hamburg;Paid;Ideal;EUR;2.41;EUR;2.41
INV-EU-2026-4074;16.08.2026;order_xlUMAW0KpWYlzh;RCPT-EU-100074;Sanne Bakker;Dublin;Paid;Ideal;EUR;11.92;EUR;11.92
INV-EU-2026-4075;12.08.2026;order_0QYPtNb6nEjLa6;RCPT-EU-100075;Sophie Fischer;Hamburg;Paid;Card;EUR;5.85;EUR;5.85
INV-EU-2026-4076;04.08.2026;order_vnWHKwMlK57XsU;RCPT-EU-100076;Sophie Fischer;Vienna;Paid;Card;INR;271.09;EUR;2.98
INV-EU-2026-4077;09.08.2026;order_6lxoQTDb7xXpyi;RCPT-EU-100077;Sanne Rossi;Vienna;Paid;Ideal;EUR;4.82;EUR;4.82
INV-EU-2026-4078;07.08.2026;order_D8qqEJBakJ5r2y;RCPT-EU-100078;Emilia Schmidt;Antwerp;Paid;Card;EUR;9.31;EUR;9.31
INV-EU-2026-4079;20.08.2026;order_VOsR8Ji837J2b7;RCPT-EU-100079;Emilia Schmidt;Antwerp;Paid;Card;EUR;5.96;EUR;5.96
INV-EU-2026-4080;02.08.2026;order_yNZ1OaWVOWZA5x;RCPT-EU-100080;Noah de Vries;Lisbon;Paid;Card;EUR;16.74;EUR;16.74
INV-EU-2026-4081;21.08.2026;order_QmhkQk4BLTOETg;RCPT-EU-100081;Finn Rossi;Berlin;Paid;Ideal;EUR;6.87;EUR;6.87
INV-EU-2026-4082;18.08.2026;order_yOVyNY6Sjl8vEe;RCPT-EU-100082;Marie Jansen;Berlin;Paid;Sepa;EUR;3.10;EUR;3.10
INV-EU-2026-4083;03.08.2026;order_IsrP42u48qdXXu;RCPT-EU-100083;Lena Rossi;Berlin;Paid;Card;GBP;6.31;EUR;7.35
INV-EU-2026-4084;11.08.2026;order_LK9VokGSey5mdW;RCPT-EU-100084;Finn Schneider;Cologne;Paid;Card;EUR;2.69;EUR;2.69
INV-EU-2026-4085;01.08.2026;order_9fnpEdBLVAKTCV;RCPT-EU-100085;Lena Novak;Cologne;Paid;Sepa;EUR;5.66;EUR;5.66
INV-EU-2026-4086;24.08.2026;order_dgj6SwK7uUPjlZ;RCPT-EU-100086;Sophie Rossi;Lisbon;Paid;Card;EUR;3.55;EUR;3.55
INV-EU-2026-4087;09.08.2026;order_FRzDPl1ZzCQM5o;RCPT-EU-100087;Ida Meyer;Antwerp;Paid;Ideal;EUR;4.90;EUR;4.90
INV-EU-2026-4088;07.08.2026;order_B9gqVeypnr6Z78;RCPT-EU-100088;Hanna Wagner;Rotterdam;Paid;Card;EUR;5.97;EUR;5.97
INV-EU-2026-4089;20.08.2026;order_3AkQ8fo7fOYtWC;RCPT-EU-100089;Mila Fischer;Lisbon;Paid;Sepa;EUR;5.10;EUR;5.10
INV-EU-2026-4090;04.08.2026;order_xDVGRNhfECG3ti;RCPT-EU-100090;Finn Bakker;Vienna;Paid;Card;EUR;6.82;EUR;6.82
INV-EU-2026-4091;11.08.2026;order_awojzp78g58Qli;RCPT-EU-100091;Emilia Andersen;Berlin;Paid;Card;EUR;12.22;EUR;12.22
INV-EU-2026-4092;06.08.2026;order_45DjEARdsnc3Ib;RCPT-EU-100092;Mila Wagner;Lisbon;Paid;Ideal;EUR;1.46;EUR;1.46
INV-EU-2026-4093;20.08.2026;order_vfl3U7oHVTBO13;RCPT-EU-100093;Finn Weber;Berlin;Paid;Card;EUR;2.84;EUR;2.84
INV-EU-2026-4094;23.08.2026;order_Yr5gzy7Z4qEvOS;RCPT-EU-100094;Finn Rossi;Rotterdam;Paid;Card;EUR;9.33;EUR;9.33
INV-EU-2026-4095;25.08.2026;order_3ZT9Mv6bDflD0N;RCPT-EU-100095;Paul Schmidt;Dublin;Paid;Sepa;EUR;16.68;EUR;16.68
INV-EU-2026-4096;23.08.2026;order_BRwkVh9fUK7oy5;RCPT-EU-100096;Bram Weber;Frankfurt;Paid;Sepa;EUR;4.30;EUR;4.30
INV-EU-2026-4097;04.08.2026;order_1NYtRJWligBiXZ;RCPT-EU-100097;Mila Fischer;Hamburg;Paid;Card;EUR;5.49;EUR;5.49
INV-EU-2026-4098;10.08.2026;order_OjOmnUJp96Vyc4;RCPT-EU-100098;Bram Meyer;Dublin;Paid;Card;EUR;5.85;EUR;5.85
INV-EU-2026-4099;07.08.2026;order_lBGUClWwfmi3YE;RCPT-EU-100099;Emilia de Vries;Rotterdam;Paid;Card;EUR;3.69;EUR;3.69
INV-EU-2026-4100;08.08.2026;order_zqcstgPa0YXgQd;RCPT-EU-100100;Lukas Weber;Rotterdam;Paid;Card;INR;458.63;EUR;5.04
INV-EU-2026-4101;21.08.2026;order_ZgjO4lp631MEHP;RCPT-EU-100101;Ida de Vries;Antwerp;Paid;Sepa;EUR;19.85;EUR;19.85
INV-EU-2026-4102;10.08.2026;order_tLEdv5PrfN7cpi;RCPT-EU-100102;Lukas Müller;Amsterdam;Paid;Wallet;USD;12.82;EUR;11.76
INV-EU-2026-4103;07.08.2026;order_ztIyMoBvK4ep9U;RCPT-EU-100103;Sophie Bakker;Berlin;Paid;Card;EUR;7.62;EUR;7.62
INV-EU-2026-4104;02.08.2026;order_LsPYS72qsHoqpo;RCPT-EU-100104;Lukas Müller;Frankfurt;Paid;Card;EUR;4.73;EUR;4.73
INV-EU-2026-4105;13.08.2026;order_qxpkoPcMfuCEi3;RCPT-EU-100105;Paul Jansen;Amsterdam;Paid;Card;INR;352.79;EUR;3.88
INV-EU-2026-4106;20.08.2026;order_2Vm6zClHOSLMcH;RCPT-EU-100106;Jonas Schneider;Antwerp;Paid;Card;EUR;12.43;EUR;12.43
INV-EU-2026-4107;14.08.2026;order_yl2ZSiS8qIKYzt;RCPT-EU-100107;Sophie Rossi;Berlin;Paid;Sepa;EUR;4.34;EUR;4.34
INV-EU-2026-4108;10.08.2026;order_rXlmr9k54k44RO;RCPT-EU-100108;Luca Bakker;Hamburg;Paid;Sepa;EUR;9.57;EUR;9.57
INV-EU-2026-4109;16.08.2026;order_XgsmMi2QMYjmVu;RCPT-EU-100109;Noah Rossi;Rotterdam;Paid;Card;EUR;2.18;EUR;2.18
INV-EU-2026-4110;17.08.2026;order_rnJ6yp99MInmKr;RCPT-EU-100110;Finn Bakker;Lisbon;Paid;Card;EUR;8.12;EUR;8.12
INV-EU-2026-4111;21.08.2026;order_OGBlK2EKiWIFms;RCPT-EU-100111;Mila Müller;Lisbon;Paid;Card;CHF;18.30;EUR;18.64
INV-EU-2026-4112;11.08.2026;order_mXrG9yuSEdmgaz;RCPT-EU-100112;Bram Wagner;Lisbon;Paid;Ideal;EUR;4.01;EUR;4.01
INV-EU-2026-4113;12.08.2026;order_Y46NuAA4KeJIKI;RCPT-EU-100113;Finn Meyer;Cologne;Paid;Card;EUR;3.77;EUR;3.77
INV-EU-2026-4114;02.08.2026;order_TT6aNxp9Ea7K8d;RCPT-EU-100114;Ida Andersen;Berlin;Paid;Card;EUR;5.54;EUR;5.54
INV-EU-2026-4115;08.08.2026;order_3s7uOdEHgGOKP0;RCPT-EU-100115;Finn Meyer;Munich;Paid;Card;EUR;8.48;EUR;8.48
INV-EU-2026-4116;20.08.2026;order_j2RzsrJ1SYrpCQ;RCPT-EU-100116;Hanna Bakker;Frankfurt;Paid;Card;EUR;2.98;EUR;2.98
INV-EU-2026-4117;23.08.2026;order_RTueBNokzxUfMA;RCPT-EU-100117;Lukas Fischer;Cologne;Paid;Card;EUR;3.88;EUR;3.88
INV-EU-2026-4118;15.08.2026;order_KTUkS5S9FwdpCe;RCPT-EU-100118;Emilia de Vries;Antwerp;Paid;Card;CHF;4.15;EUR;4.23
INV-EU-2026-4119;17.08.2026;order_HcIdKkkRoxnVG2;RCPT-EU-100119;Ida Müller;Cologne;Paid;Ideal;EUR;9.27;EUR;9.27
INV-EU-2026-4120;18.08.2026;order_dGjImMkiilfA9N;RCPT-EU-100120;Paul Rossi;Hamburg;Paid;Wallet;EUR;3.76;EUR;3.76
INV-EU-2026-4121;22.08.2026;order_Ae1I6WFPSp2uix;RCPT-EU-100121;Sanne Müller;Cologne;Paid;Sepa;EUR;18.86;EUR;18.86
INV-EU-2026-4122;15.08.2026;order_WBFUOXHTyIDlr1;RCPT-EU-100122;Noah Schneider;Hamburg;Paid;Wallet;EUR;24.81;EUR;24.81
INV-EU-2026-4123;01.08.2026;order_CcfWFeGy9Q7zE6;RCPT-EU-100123;Noah de Vries;Munich;Paid;Sepa;EUR;5.90;EUR;5.90
INV-EU-2026-4124;11.08.2026;order_S6SzaZ8Em20aEa;RCPT-EU-100124;Noah Jansen;Amsterdam;Paid;Ideal;EUR;12.00;EUR;12.00
INV-EU-2026-4125;25.08.2026;order_ASwTKHPBzemBu4;RCPT-EU-100125;Emilia Müller;Frankfurt;Paid;Card;EUR;11.73;EUR;11.73
INV-EU-2026-4126;18.08.2026;order_1w0nimj64DmeIY;RCPT-EU-100126;Bram Schmidt;Milan;Paid;Card;EUR;6.65;EUR;6.65
INV-EU-2026-4127;14.08.2026;order_cePVKGl4Y7dHzc;RCPT-EU-100127;Noah Wagner;Frankfurt;Paid;Card;EUR;16.17;EUR;16.17
INV-EU-2026-4128;17.08.2026;order_STpBIF7Nu818Cq;RCPT-EU-100128;Mila Schmidt;Munich;Paid;Sepa;EUR;41.12;EUR;41.12
INV-EU-2026-4129;09.08.2026;order_voIJQ8NLOv9H8C;RCPT-EU-100129;Jonas Novak;Milan;Paid;Card;EUR;3.72;EUR;3.72
INV-EU-2026-4130;02.08.2026;order_Zd8NJccr0jtGKA;RCPT-EU-100130;Elias Fischer;Frankfurt;Paid;Card;EUR;20.23;EUR;20.23
INV-EU-2026-4131;23.08.2026;order_j6DqdmfzE9600d;RCPT-EU-100131;Lena Meyer;Berlin;Paid;Card;EUR;10.03;EUR;10.03
INV-EU-2026-4132;13.08.2026;order_gbWzCVnrMkhTOU;RCPT-EU-100132;Hanna Wagner;Milan;Paid;Sepa;EUR;9.38;EUR;9.38
INV-EU-2026-4133;16.08.2026;order_3TvYDWIPvG11ix;RCPT-EU-100133;Sophie Bakker;Cologne;Paid;Sepa;EUR;6.38;EUR;6.38
INV-EU-2026-4134;05.08.2026;order_4v6tQ50WFmlzEe;RCPT-EU-100134;Lukas Andersen;Hamburg;Paid;Card;EUR;16.06;EUR;16.06
INV-EU-2026-4135;22.08.2026;order_4SWFxZXNM6AG9F;RCPT-EU-100135;Bram Müller;Cologne;Paid;Sepa;EUR;6.68;EUR;6.68
INV-EU-2026-4136;02.08.2026;order_0MibGdBWmn3gDP;RCPT-EU-100136;Finn Fischer;Rotterdam;Paid;Card;EUR;13.87;EUR;13.87
INV-EU-2026-4137;16.08.2026;order_F3WCN8bPn2qOGW;RCPT-EU-100137;Marie Schneider;Cologne;Paid;Wallet;EUR;7.23;EUR;7.23
INV-EU-2026-4138;24.08.2026;order_He2SOjFgsWa3Dh;RCPT-EU-100138;Sanne Novak;Frankfurt;Paid;Ideal;EUR;7.56;EUR;7.56
INV-EU-2026-4139;08.08.2026;order_9pAISIBmQp5z0m;RCPT-EU-100139;Hanna Jansen;Hamburg;Paid;Sepa;EUR;16.32;EUR;16.32
INV-EU-2026-4140;17.08.2026;order_wdecISRbx39SwM;RCPT-EU-100140;Luca Weber;Dublin;Paid;Ideal;EUR;4.01;EUR;4.01
INV-EU-2026-4141;22.08.2026;order_yD8yHkna0JrduE;RCPT-EU-100141;Sophie Schneider;Munich;Paid;Card;SEK;23.19;EUR;2.00
INV-EU-2026-4142;20.08.2026;order_NjWa27gNeNNBaB;RCPT-EU-100142;Lukas Meyer;Dublin;Paid;Card;EUR;15.94;EUR;15.94
INV-EU-2026-4143;11.08.2026;order_rN5jWK9jlBQypC;RCPT-EU-100143;Sophie Andersen;Berlin;Paid;Sepa;EUR;1.48;EUR;1.48
INV-EU-2026-4144;08.08.2026;order_lnUGYmkSPpZ3Ku;RCPT-EU-100144;Lena Schmidt;Frankfurt;Paid;Card;EUR;17.04;EUR;17.04
INV-EU-2026-4145;18.08.2026;order_G87SBkZh7deL9y;RCPT-EU-100145;Mila Rossi;Rotterdam;Paid;Ideal;EUR;20.85;EUR;20.85
INV-EU-2026-4146;01.08.2026;order_7TnRjwxNSTXwbf;RCPT-EU-100146;Elias de Vries;Cologne;Paid;Card;EUR;12.60;EUR;12.60
INV-EU-2026-4148;06.08.2026;order_cS3yHnie0jAykm;RCPT-EU-100148;Noah de Vries;Antwerp;Paid;Card;EUR;8.25;EUR;8.25
INV-EU-2026-4148-DUP;06.08.2026;order_cS3yHnie0jAykm;RCPT-EU-100148;Noah de Vries;Antwerp;Paid;Card;EUR;8.25;EUR;8.25
INV-EU-2026-4149;19.08.2026;order_noeoy7zLPnritV;RCPT-EU-100149;Ida Novak;Frankfurt;Paid;Sepa;EUR;14.13;EUR;14.13
INV-EU-2026-4151;22.08.2026;order_7beOMKfwzfROlD;RCPT-EU-100151;Emilia Meyer;Antwerp;Paid;Card;EUR;51.01;EUR;51.01
INV-EU-2026-4152;04.08.2026;order_CHFCiBM5QyxlcU;RCPT-EU-100152;Mila Jansen;Milan;Paid;Sepa;EUR;2.34;EUR;2.34
INV-EU-2026-4153;23.08.2026;order_60u8rcQxAfZQHZ;RCPT-EU-100153;Noah Schmidt;Antwerp;Paid;Card;EUR;3.69;EUR;3.69
INV-EU-2026-4154;13.08.2026;order_XjtGffmQwTb8me;RCPT-EU-100154;Sophie Wagner;Amsterdam;Paid;Card;EUR;4.61;EUR;4.61
INV-EU-2026-4155;24.08.2026;order_xgxzOdgBzkmLhh;RCPT-EU-100155;Jonas Andersen;Amsterdam;Paid;Wallet;EUR;30.67;EUR;30.67
INV-EU-2026-4156;20.08.2026;order_EqSPonJjbmWb5P;RCPT-EU-100156;Noah Jansen;Vienna;Paid;Card;EUR;3.29;EUR;3.29
INV-EU-2026-4157;03.08.2026;order_N1RaOjzhbXRAzR;RCPT-EU-100157;Elias Schmidt;Munich;Paid;Sepa;EUR;4.76;EUR;4.76
INV-EU-2026-4158;09.08.2026;order_OfV0vSqq7JcQxD;RCPT-EU-100158;Ida Jansen;Frankfurt;Paid;Sepa;EUR;21.61;EUR;21.61
INV-EU-2026-4159;19.08.2026;order_whoI2mjRQlePdC;RCPT-EU-100159;Ida Schneider;Milan;Paid;Wallet;EUR;35.84;EUR;35.84
INV-EU-2026-4160;04.08.2026;order_8brZLFuHJTYXYP;RCPT-EU-100160;Lena Fischer;Hamburg;Paid;Sepa;EUR;2.22;EUR;2.22
INV-EU-2026-4161;22.08.2026;order_ldEBXkUZnXAwfE;RCPT-EU-100161;Marie Rossi;Munich;Paid;Card;INR;968.32;EUR;10.64
INV-EU-2026-4162;05.08.2026;order_86F0Vouxf0str2;RCPT-EU-100162;Paul Weber;Amsterdam;Paid;Card;EUR;13.21;EUR;13.21
INV-EU-2026-4163;10.08.2026;order_ggshTXSBs0CYM0;RCPT-EU-100163;Jonas Jansen;Rotterdam;Paid;Card;EUR;17.50;EUR;17.50
INV-EU-2026-4164;18.08.2026;order_wSVZdAXDsCY9y4;RCPT-EU-100164;Ida Andersen;Dublin;Paid;Card;USD;14.03;EUR;12.87
INV-EU-2026-4165;04.08.2026;order_nVugxg9vYYZwwc;RCPT-EU-100165;Luca de Vries;Milan;Paid;Card;EUR;20.17;EUR;20.17
